Admit_TermID,CRMID,Last_Name,First_Name,Middle_Name,Admit_Descr,Admit_Type,Admit_Type_Descr,Acad_Career,Acad_Prog,Acad_Prog_Descr,Acad_Plan,Acad_Plan_Descr,Appl_Source,Gender,Age_By_Years,Address1,Address2,City,State,Postal,Current_Program,Current_Program_Descr,Current_Plan,Current_Plan_Descr
7282782,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,MALE,44,,,Windsor Mill,MD,21244-3121,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7283102,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology,HARD COPY,FEMALE,30,,,Glen Burnie,MD,21061-8827,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7284932,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology,HARD COPY,FEMALE,28,,,Scarborough, Trinidad Tobago, , ,NULL,NULL,NULL
7285379,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,FEMALE,31,,,Baltimore,MD,21202-5651,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7286775,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,FEMALE,37,,,Baltimore,MD,21206-3261,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7286961,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,35,,,Baltimore,MD,21207-5037,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7287268,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education,HARD COPY,FEMALE,44,,,Owings Mills,MD,21117-2890,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education
7287329,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,MALE,28,,,Baltimore,MD,21216-2326,NULL,NULL,NULL,NULL
7287956,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,MALE,29,,,Baltimore,MD,21216-3510,MNSU,Undergraduate Business,MNSCBS,BS in Management Science
7288182,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,FEMALE,31,,,Baltimore,MD,21239-3724,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7288862,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,BLANK APPLICATION SOURCE,MALE,53,,,Baltimore,MD,21218-2115,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7290685,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,28,,,Nairobi, ,400,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7291040,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,32,,,Baltimore,MD,21225-1442,MNSU,Undergraduate Business,MNSCBS,BS in Management Science
7292235,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,MALE,39,,,Laurel,MD,20708-2488,NULL,NULL,NULL,NULL
7292400,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,BLANK APPLICATION SOURCE,MALE,53,,,Baltimore,MD,21218-2115,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7292490,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,MALE,36,,,Baltimore,MD,21217-3807,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7292715,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,30,,,Baltimore,MD,21230-2738,PSU,Undergrad Professional Studies,SOSCBS,BS in Social Science
7292729,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,36,,,Baltimore,MD,21234-7423,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7292747,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,SOSCBS,BS in Social Science,HARD COPY,FEMALE,44,,,Baltimore,MD,21216-3207,PSU,Undergrad Professional Studies,SOSCBS,BS in Social Science
7292751,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,36,,,Hyattsville,MD,20785-1940,SOWK,Social Work,SOWKBSW,Social Work
7292753,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,FEMALE,31,,,Windsor Mill,MD,21244-2356,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7292799,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,APPLBS,BS in Applied Psychology,HARD COPY,MALE,63,,, , , ,PSU,Undergrad Professional Studies,APPLBS,BS in Applied Psychology
7292820,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,48,,,Baltimore,MD,21229-1004,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work
7293041,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ,HARD COPY,FEMALE,42,,,Baltimore,MD,21213-3309,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ
7293117,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,35,,,Owings Mills,MD,21117-3453,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7293117,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,28,,,Columbia,MD,21045-7427,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7293153,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,29,,,Baltimore,MD,21239-3411,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7293207,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,48,,,Baltimore,MD,21234-7326,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7293294,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,FEMALE,54,,,Ellicott City,MD,21042-1221,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7293383,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,EDU,Undergraduate Education,SPEDBS,BS in Special Education,HARD COPY,FEMALE,36,,,Baltimore,MD,21216-3719,PSU,Undergrad Professional Studies,IDSBS,Interdisciplinary Studies
7293508,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,SOSCBS,BS in Social Science,HARD COPY,FEMALE,29,,,Lanham,MD,20706-4151,NULL,NULL,NULL,NULL
7293752,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,27,,,Baltimore,MD,21217-1827,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7293752,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,MALE,30,,,Baltimore,MD,21216-3208,A&SU,Undergraduate Arts & Sciences,CHEMBS,BS in Chemistry
7293793,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,38,,,Laurel,MD,20723-1516,NULL,NULL,NULL,NULL
7293850,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,27,,,Cheverly,MD,20784-2412,SOWK,Social Work,SOWKBSW,Social Work
7295287,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,39,,,Baltimore,MD,21206-4047,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7295459,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,55,,,Baltimore,MD,21229-2829,SOWK,Social Work,SOWKBSW,Social Work
7296273,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,FEMALE,34,,,Baltimore,MD,21215-4811,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science
7298025,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MATHBS,BS in Mathematics,HARD COPY,MALE,36,,,Baltimore,MD,21216-1424,A&SU,Undergraduate Arts & Sciences,MATHBS,BS in Mathematics
7299138,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education,HARD COPY,FEMALE,48,,,Baltimore,MD,21214-2022,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education
7299787,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,APPLBS,BS in Applied Psychology,HARD COPY,MALE,50,,,Baltimore,MD,21217-3036,EDU,Undergraduate Education,PRE-ELED,Pre-Elementary Education
7301613,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,EDU,Undergraduate Education,SPMTBS,BS in Sports Management,HARD COPY,MALE,29,,,Germantown,MD,20874-3814,NULL,NULL,NULL,NULL
7301638,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,27,,,Baltimore,MD,21229-1355,A&SU,Undergraduate Arts & Sciences,GLSTBA,BA in Global Studies
7301699,2054,,,,Spring 2005                   ,USB,Second Bachelor,UGRD,NURU2,2nd Undergraduate Nursing,NURSBS2,2nd BS in Nursing,HARD COPY,MALE,36,,,Baltimore,MD,21217-1040,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7301748,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,27,,,Baltimore,MD,21215-3419,NULL,NULL,NULL,NULL
7302923,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,30,,,Randallstown,MD,21133-2502,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7303540,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,47,,,Maricopa,AZ,85139-9197,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7303577,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,30,,,Walkersville,MD,21793-0275,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7303796,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,31,,,Baltimore,MD,21216-3351,SOWK,Social Work,PRE-SOWK,Pre-Social Work
7304190,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,34,,,Baltimore,MD,21216-2319,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science
7304207,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,31,,,Baltimore,MD,21207-3972,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology
7304530,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,ENGLBS,BS in English,HARD COPY,FEMALE,32,,,Baltimore,MD,21218-1263,A&SU,Undergraduate Arts & Sciences,ENGLBA,BA in English
7304626,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,NURSBS,BS in Nursing,HARD COPY,FEMALE,28,,,Oxon Hill,MD,20745-2463,NULL,NULL,NULL,NULL
7306806,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,29,,,Baltimore,MD,21206-4628,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7307084,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,NURSBS,BS in Nursing,HARD COPY,FEMALE,49,,,Baltimore,MD,21213-1909,PSU,Undergrad Professional Studies,APPLBS,BS in Applied Psychology
7309232,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,FEMALE,34,,,Gwynn Oak,MD,21207-6279,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7310826,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,FEMALE,37,,,Baltimore,MD,21229-4511,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7312239,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,27,,,Baltimore,MD,21202-5609,NULL,NULL,NULL,NULL
7312497,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,61,,,Baltimore,MD,21244-3562,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7312634,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,SOSCBS,BS in Social Science,HARD COPY,FEMALE,60,,,Baltimore,MD,21218-3739,PSU,Undergrad Professional Studies,SOCIBS,BS in Sociology
7312822,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,FEMALE,31,,,Baltimore,MD,21229-4115,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7313715,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,HISTBS,BS in History,HARD COPY,MALE,34,,,Baltimore,MD,21244-2201,A&SU,Undergraduate Arts & Sciences,HISTBS,BS in History
7313811,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,27,,,Baltimore,MD,21215-6117,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7313848,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,57,,,Baltimore,MD,21207-5634,SOWK,Social Work,SOWKBSW,Social Work
7313956,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,MALE,52,,,Randallstown,MD,21133-4442,NULL,NULL,NULL,NULL
7314097,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,33,,,Baltimore,MD,21217-1418,MNSU,Undergraduate Business,MISYBS,BS in Management Info Systems
7314374,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,35,,,Baltimore,MD,21213-3812,EDU,Undergraduate Education,PRE-ELED,Pre-Elementary Education
7314434,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,APPLBS,BS in Applied Psychology,HARD COPY,MALE,33,,,Baltimore,MD,21229-1236,PSU,Undergrad Professional Studies,APPLBS,BS in Applied Psychology
7314508,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,27,,,Baltimore,MD,21224-5545,NULL,NULL,NULL,NULL
7315008,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,33,,,Glen Burnie,MD,21061-6510,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7315466,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,55,,,Baltimore,MD,21216-4844,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7315614,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,27,,,Dover,DE,19901-2203,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7315625,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,30,,,Baltimore,MD,21229-3581,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7315640,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UAPRBS,BS in Urban Arts,HARD COPY,FEMALE,37,,,Windsor Mill,MD,21244-1146,A&SU,Undergraduate Arts & Sciences,UAPRBS,BS in Urban Arts
7316618,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,56,,,Baltimore,MD,21206-3201,PSU,Undergrad Professional Studies,IDSBS,Interdisciplinary Studies
7316718,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,62,,,Baltimore,MD,21229-3125,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7316844,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology,HARD COPY,FEMALE,28,,,Richmond,VA,23236-2960,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology
7317516,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,29,,,Upper Marlboro,MD,20772-6414,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7317543,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ,HARD COPY,FEMALE,27,,,Baltimore,MD,21223-1941,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ
7317768,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,FEMALE,33,,,Baltimore,MD,21201-1355,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7318374,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,UAPRBS,BS in Urban Arts,HARD COPY,FEMALE,57,,,Baltimore,MD,21203-6541,A&SU,Undergraduate Arts & Sciences,UAPRBS,BS in Urban Arts
7318396,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,32,,,Baltimore,MD,21206-6446,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7318629,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,MALE,41,,,Pikesville,MD,21208-2265,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7318880,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,EDU,Undergraduate Education,SPEDBS,BS in Special Education,HARD COPY,FEMALE,43,,,Pikesville,MD,21208-2407,EDU,Undergraduate Education,SPEDBS,BS in Special Education
7319835,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,FEMALE,43,,,Baltimore,MD,21214-1015,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7320691,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,30,,,Owings Mills,MD,21117-3649,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7320781,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,MALE,42,,,Randallstown,MD,21244,SOWK,Social Work,SOWKBSW,Social Work
7321115,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,46,,,Baltimore,MD,21206-3820,MNSU,Undergraduate Business,ACCTBS,BS in Accounting
7322387,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,MALE,36,,,Baltimore,MD,21224-2013,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology
7322460,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,43,,,Baltimore,MD,21208-2209,MNSU,Undergraduate Business,MNSCBS,BS in Management Science
7322625,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,30,,,Baltimore,MD,21215-7246,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology
7322695,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,MALE,28,,,Bronx,NY,10468-1135,NULL,NULL,NULL,NULL
7322950,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,MALE,29,,,Lanham,MD,20706-1452,SOWK,Social Work,SOWKBSW,Social Work
7322953,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,38,,,Annapolis,MD,21409-5632,NULL,NULL,NULL,NULL
7323067,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science,HARD COPY,MALE,56,,,Baltimore,MD,21217-3688,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7323096,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science,HARD COPY,FEMALE,39,,,Kenya, , ,NULL,NULL,NULL,NULL
7323100,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,47,,,Towson,MD,21204-2069,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7323139,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,MATHBS,BS in Mathematics,HARD COPY,INVALID SEX,34,,,Naivasha, , ,NULL,NULL,NULL,NULL
7323148,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science,HARD COPY,MALE,28,,,Karuri Fc, ,219,NULL,NULL,NULL,NULL
7323162,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,FEMALE,48,,,Baltimore,MD,21209,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7323165,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,36,,, , , ,A&SU,Undergraduate Arts & Sciences,LLATBS,BS in Liberal Arts
7323183,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,50,,,Owings Mills,MD,21117,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7323238,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,FEMALE,34,,,Baltimore,MD,21217-1810,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7323323,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,APPLBS,BS in Applied Psychology,HARD COPY,FEMALE,41,,,Randallstown,MD,21133-6845,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
