date,MonthName,CityName,WeekNumber,BedOccupancied
2019-12-23,Dec,Miami,52,6970
2019-10-14,Oct,Anchorage,42,7160
2020-11-26,Nov,Anchorage,48,6650
2019-05-09,May,Anchorage,19,4730
2020-05-24,May,Anchorage,22,0
2020-05-23,May,Anchorage,21,0
2019-08-27,Aug,Miami,35,7400
2019-12-05,Dec,Anchorage,49,5040
2020-10-23,Oct,Anchorage,43,5480
2019-03-23,Mar,Anchorage,12,1600
2020-06-08,Jun,Anchorage,24,0
2019-06-23,Jun,Anchorage,26,2440
2020-07-03,Jul,Anchorage,27,1650
2020-11-02,Nov,Anchorage,45,426
2019-12-26,Dec,Anchorage,52,352
2020-10-21,Oct,Anchorage,43,385
2020-10-02,Oct,Anchorage,40,713
2019-11-14,Nov,Anchorage,46,235
2019-10-04,Oct,Anchorage,40,238
2019-11-05,Nov,Anchorage,45,127
2019-12-19,Dec,Anchorage,51,794
2020-07-18,Jul,Anchorage,29,400
2019-09-24,Sep,Anchorage,39,138
2020-03-15,Mar,Anchorage,12,0
2019-06-19,Jun,Anchorage,25,146
2019-03-03,Mar,Anchorage,10,123
2019-07-08,Jul,Anchorage,28,238
2020-09-02,Sep,Anchorage,36,382
2019-07-07,Jul,Miami,28,124
2020-09-06,Sep,Anchorage,37,246
2020-10-11,Oct,Anchorage,42,195
2019-09-09,Sep,Anchorage,37,149
2020-10-22,Oct,Anchorage,43,198
2020-11-14,Nov,Anchorage,46,229
2019-07-05,Jul,Miami,27,189
2020-06-02,Jun,Anchorage,23,192
2020-09-22,Sep,Anchorage,39,196
2019-11-19,Nov,Anchorage,47,373
2019-03-02,Mar,Anchorage,9,91
2019-05-03,May,Anchorage,18,191
2019-07-15,Jul,Anchorage,29,241
2020-09-17,Sep,Anchorage,38,135
2019-07-16,Jul,Miami,29,351
2020-09-15,Sep,Anchorage,38,110
2019-09-14,Sep,Anchorage,37,184
2019-07-01,Jul,Anchorage,27,199
2020-09-07,Sep,Anchorage,37,113
2020-09-01,Sep,Anchorage,36,120
2020-10-18,Oct,Anchorage,43,204
2019-03-17,Mar,Miami,12,97
2019-09-17,Sep,Anchorage,38,95
2020-09-28,Sep,Anchorage,40,357
2019-05-07,May,Anchorage,19,170
2020-05-22,May,Anchorage,21,199
2019-07-22,Jul,Anchorage,30,101
2019-06-13,Jun,Miami,24,330
2020-07-05,Jul,Anchorage,28,198
2020-05-25,May,Miami,22,437
2020-02-18,Feb,Anchorage,8,0
2020-05-16,May,Anchorage,20,227
2020-11-08,Nov,Anchorage,46,177
2020-03-17,Mar,Anchorage,12,0
2019-06-10,Jun,Anchorage,24,157
2019-05-06,May,Miami,19,248
2019-03-06,Mar,Anchorage,10,138
2020-05-28,May,Miami,22,401
2019-11-13,Nov,Anchorage,46,123
2020-10-03,Oct,Anchorage,40,152
2020-10-06,Oct,Anchorage,41,185
2020-06-23,Jun,Anchorage,26,210
2020-05-17,May,Miami,21,435
2020-05-07,May,Anchorage,19,246
2019-11-07,Nov,Miami,45,212
2020-11-28,Nov,Anchorage,48,154
2019-10-16,Oct,Anchorage,42,109
2019-09-15,Sep,Anchorage,38,115
2020-06-26,Jun,Anchorage,26,220
2019-05-26,May,Miami,22,277
2020-05-14,May,Anchorage,20,233
2020-11-12,Nov,Miami,46,243
2020-03-23,Mar,Anchorage,13,0
2019-10-03,Oct,Anchorage,40,100
2019-09-12,Sep,Anchorage,37,93
2019-09-22,Sep,Anchorage,39,109
2019-05-13,May,Anchorage,20,127
2020-11-05,Nov,Miami,45,241
2020-09-19,Sep,Anchorage,38,213
2020-11-27,Nov,Miami,48,235
2019-05-05,May,Anchorage,19,148
2020-05-27,May,Anchorage,22,207
2020-11-10,Nov,Miami,46,235
2019-10-10,Oct,Miami,41,193
2020-05-18,May,Anchorage,21,224
2019-11-03,Nov,Anchorage,45,118
2019-11-17,Nov,Miami,47,205
2020-10-10,Oct,Miami,41,289
2019-11-18,Nov,Anchorage,47,106
2020-11-11,Nov,Anchorage,46,180
2020-11-17,Nov,Miami,47,247
2020-10-15,Oct,Miami,42,280
2019-10-19,Oct,Anchorage,42,94
2019-11-23,Nov,Anchorage,47,95
2019-10-08,Oct,Miami,41,175
2019-10-28,Oct,Miami,44,196
2019-10-26,Oct,Anchorage,43,104
2020-09-16,Sep,Anchorage,38,207
2019-10-13,Oct,Miami,42,192
2019-09-18,Sep,Miami,38,233
2020-09-23,Sep,Anchorage,39,193
2019-10-27,Oct,Miami,44,196
2019-09-27,Sep,Miami,39,236
2020-04-06,Apr,Anchorage,15,199
2019-04-13,Apr,Anchorage,15,101
2020-08-07,Aug,Anchorage,32,201
2019-08-02,Aug,Anchorage,31,114
2020-08-17,Aug,Anchorage,34,208
2020-08-15,Aug,Anchorage,33,193
2019-12-14,Dec,Anchorage,50,100
2020-08-20,Aug,Anchorage,34,199
2019-12-23,Dec,Anchorage,52,106
2019-08-27,Aug,Anchorage,35,131
2019-07-07,Jul,Anchorage,28,121
2019-07-05,Jul,Anchorage,27,137
2019-07-16,Jul,Anchorage,29,707
2019-03-17,Mar,Anchorage,12,7190
2019-06-13,Jun,Anchorage,24,6650
2020-05-25,May,Anchorage,22,0
2019-05-06,May,Anchorage,19,6720
2020-05-28,May,Anchorage,22,0
2020-05-17,May,Anchorage,21,0
2019-11-07,Nov,Anchorage,45,6650
2019-05-26,May,Anchorage,22,5440
2020-11-12,Nov,Anchorage,46,4730
2020-11-05,Nov,Anchorage,45,7460
2020-11-27,Nov,Anchorage,48,7110
2020-11-10,Nov,Anchorage,46,7400
2019-10-10,Oct,Anchorage,41,5040
2019-11-17,Nov,Anchorage,47,5070
2020-10-10,Oct,Anchorage,41,5480
2020-11-17,Nov,Anchorage,47,1600
2020-10-15,Oct,Anchorage,42,1760
2019-10-08,Oct,Anchorage,41,2440
2019-10-28,Oct,Anchorage,44,1650
2019-10-13,Oct,Anchorage,42,426
2019-09-18,Sep,Anchorage,38,352
2019-10-27,Oct,Anchorage,44,701
2019-09-27,Sep,Anchorage,39,385
