Date,GrossRevenue,NetRevenue,GrossProfit
2020-11-03,1000,840,504
2020-06-28,1280,1064,638
2020-03-28,1250,1110,666
2020-11-29,500,450,270
2020-12-29,750,645,387
2019-07-14,180,152,91
2020-03-15,750,624,374
2019-12-30,750,636,382
2019-11-06,1250,1025,615
2020-06-22,750,645,387
2020-09-02,1000,840,504
2020-04-27,1000,832,499
2020-04-29,1000,888,533
2019-01-29,750,645,387
2020-02-16,1000,848,509
2020-02-11,1000,840,504
2020-03-29,1250,1060,636
2020-01-16,250,220,132
2020-01-28,750,675,405
2020-05-04,1000,888,533
2020-10-12,750,660,396
2020-04-16,1000,848,509
2019-06-20,750,660,396
2020-06-29,180,152,91
2020-06-10,1000,872,523
2019-11-11,1000,808,485
2020-10-07,191,159,95
2020-06-23,1000,808,485
2020-03-07,1250,1050,630
2020-09-23,250,202,121
2020-05-09,1000,880,528
2020-03-21,750,615,369
2020-05-11,750,606,364
2019-05-22,1000,880,528
2020-01-28,750,624,374
2020-09-10,750,666,400
2020-06-01,1000,880,528
2020-05-25,750,645,387
2020-01-15,1000,872,523
2020-10-01,382,320,192
2020-06-07,750,654,392
2020-07-11,750,630,378
2020-03-01,1000,860,516
2020-04-29,1250,1075,645
2020-01-14,1000,860,516
2020-07-08,750,660,396
2020-01-15,1000,848,509
2020-01-03,1000,872,523
2020-04-25,750,630,378
2019-01-17,1000,888,533
2020-10-06,750,606,364
2019-07-02,1160,964,578
2019-10-24,1000,832,499
2020-04-28,750,636,382
2020-01-11,500,444,266
2019-04-29,1000,872,523
2019-10-03,500,440,264
2020-06-11,1000,840,504
2020-06-24,750,675,405
2020-05-08,750,654,392
2019-07-12,1000,840,504
2020-06-10,1280,1064,638
2020-05-18,1250,1110,666
2019-06-16,500,450,270
2020-05-16,750,645,387
2020-09-01,180,152,91
2020-01-11,750,624,374
2019-08-07,750,636,382
2019-09-13,1250,1025,615
2020-02-09,750,645,387
2020-05-12,1000,840,504
2019-09-29,1000,832,499
2020-03-12,1000,888,533
2020-12-26,750,645,387
2020-02-21,1000,848,509
2020-04-10,1000,840,504
2020-02-06,1250,1060,636
2020-01-12,250,220,132
2020-01-17,750,675,405
2020-02-12,1000,888,533
2020-01-10,750,660,396
2020-02-09,1000,848,509
2019-09-04,750,660,396
2020-01-22,180,152,91
2020-03-27,1000,872,523
2020-04-27,1000,808,485
2019-01-17,191,159,95
2020-01-22,1000,808,485
2020-03-10,1250,1050,630
2019-04-08,250,202,121
2020-05-29,1000,880,528
2020-01-19,750,615,369
2020-03-14,750,606,364
2019-08-15,1000,880,528
2020-05-15,750,624,374
2020-02-17,750,666,400
2020-06-02,1000,880,528
2020-03-12,750,645,387
2020-01-11,1000,872,523
2020-01-01,382,320,192
2020-02-16,750,654,392
2019-12-02,750,630,378
2019-03-26,1000,860,516
2020-06-18,1250,1075,645
2020-04-01,1000,860,516
2020-04-30,750,660,396
2020-05-26,1000,848,509
2020-02-14,1000,872,523
2020-02-18,750,630,378
2019-05-21,1000,888,533
2019-06-17,750,606,364
2019-11-06,1160,964,578
2019-07-09,1000,832,499
2020-06-24,750,636,382
2020-06-11,500,444,266
2019-07-08,1000,872,523
2019-11-30,500,440,264
2020-03-03,1000,840,504
2020-05-16,750,675,405
2020-05-31,750,654,392
2020-07-21,1000,840,504
2020-02-21,1280,1064,638
2020-03-23,1250,1110,666
2020-05-28,500,450,270
2020-12-25,750,645,387
2020-03-02,180,152,91
2020-01-28,750,624,374
2019-02-07,750,636,382
2020-11-17,1250,1025,615
2020-03-31,750,645,387
2020-07-01,1000,840,504
2020-05-28,1000,832,499
2020-02-28,1000,888,533
2020-01-16,750,645,387
2020-06-01,1000,848,509
2020-03-09,1000,840,504
2020-01-04,1250,1060,636
2020-03-26,250,220,132
2020-02-16,750,675,405
2020-06-25,1000,888,533
2020-10-25,750,660,396
2020-05-19,1000,848,509
2020-02-22,750,660,396
2019-03-24,180,152,91
2020-05-27,1000,872,523
2020-10-29,1000,808,485
2019-12-27,191,159,95
2020-03-24,1000,808,485
2020-03-10,1250,1050,630
2019-03-19,250,202,121
2020-05-17,1000,880,528
2020-05-04,750,615,369
2020-06-08,750,606,364
2019-02-18,1000,880,528
2020-05-12,750,624,374
2019-11-18,750,666,400
2020-04-23,1000,880,528
2019-01-29,750,645,387
2020-06-20,1000,872,523
2019-04-19,382,320,192
2020-01-08,750,654,392
2019-05-31,750,630,378
2019-03-13,1000,860,516
2020-03-26,1250,1075,645
2020-06-11,1000,860,516
2019-09-11,750,660,396
2020-02-25,1000,848,509
2020-05-29,1000,872,523
2020-04-12,750,630,378
2020-11-17,1000,888,533
2020-12-18,750,606,364
2019-08-13,1160,964,578
2019-04-08,1000,832,499
2020-04-29,750,636,382
2020-01-08,500,444,266
2020-02-13,1000,872,523
2019-05-30,500,440,264
2020-02-20,1000,840,504
2020-04-28,750,675,405
2020-01-20,750,654,392
2020-10-21,1000,840,504
2020-08-21,1280,1064,638
2020-03-27,1250,1110,666
2020-10-05,500,450,270
2019-09-29,750,645,387
2020-02-07,180,152,91
2020-01-04,750,624,374
2019-02-18,750,636,382
2019-08-21,1250,1025,615
2020-03-06,750,645,387
2019-09-08,1000,840,504
2020-06-23,1000,832,499
2020-01-11,1000,888,533
2020-05-19,750,645,387
2020-05-12,1000,848,509
2020-02-14,1000,840,504
2020-05-07,1250,1060,636
2020-05-24,250,220,132
2020-06-23,750,675,405
2020-04-09,1000,888,533
2020-11-15,750,660,396
2020-03-05,1000,848,509
2019-11-20,750,660,396
2019-08-18,180,152,91
2020-02-28,1000,872,523
2020-07-20,1000,808,485
2020-08-15,191,159,95
2020-01-13,1000,808,485
2020-03-12,1250,1050,630
2019-01-31,250,202,121
2020-01-10,1000,880,528
2019-08-10,750,615,369
2020-04-14,750,606,364
2019-10-13,1000,880,528
2020-05-26,750,624,374
2019-11-24,750,666,400
2020-02-16,1000,880,528
2019-06-06,750,645,387
2020-06-10,1000,872,523
2020-08-01,382,320,192
2020-03-03,750,654,392
2019-01-08,750,630,378
2019-05-12,1000,860,516
2020-01-01,1250,1075,645
2020-02-28,1000,860,516
2019-12-20,750,660,396
2020-05-14,1000,848,509
2020-02-21,1000,872,523
2020-05-18,750,630,378
2019-03-26,1000,888,533
2020-06-16,750,606,364
2019-03-28,1160,964,578
2019-10-03,1000,832,499
2020-02-20,750,636,382
2020-04-10,500,444,266
2020-04-10,1000,872,523
2020-11-27,500,440,264
2020-03-21,1000,840,504
2020-02-16,750,675,405
2020-02-18,750,654,392
2020-11-11,1000,840,504
2020-01-05,1280,1064,638
2020-04-15,1250,1110,666
2020-08-16,500,450,270
2019-12-28,750,645,387
2019-12-14,180,152,91
2020-05-25,750,624,374
2020-12-02,750,636,382
2019-11-23,1250,1025,615
2020-04-15,750,645,387
2019-11-24,1000,840,504
2019-04-13,1000,832,499
2020-05-11,1000,888,533
2019-11-28,750,645,387
2020-06-17,1000,848,509
2020-04-02,1000,840,504
2020-06-04,1250,1060,636
2020-05-26,250,220,132
2020-05-22,750,675,405
2020-06-10,1000,888,533
2020-10-02,750,660,396
2020-05-15,1000,848,509
2019-12-24,750,660,396
2019-03-16,180,152,91
2020-05-28,1000,872,523
2020-05-14,1000,808,485
2020-11-12,191,159,95
2020-05-26,1000,808,485
2020-02-17,1250,1050,630
2019-10-25,250,202,121
2020-04-18,1000,880,528
2019-07-01,750,615,369
2020-05-16,750,606,364
2020-05-05,1000,880,528
2020-01-15,750,624,374
2019-12-27,750,666,400
2020-05-31,1000,880,528
2020-06-22,750,645,387
2020-05-29,1000,872,523
2020-07-16,382,320,192
2020-01-22,750,654,392
2019-01-20,750,630,378
2019-08-15,1000,860,516
2020-05-20,1250,1075,645
2020-02-12,1000,860,516
2019-03-21,750,660,396
2020-01-17,1000,848,509
2020-05-29,1000,872,523
2020-05-18,750,630,378
2019-02-04,1000,888,533
2020-08-17,750,606,364
2019-12-02,1160,964,578
2020-10-11,1000,832,499
2020-04-21,750,636,382
2020-01-23,500,444,266
2019-02-28,1000,872,523
2019-11-03,500,440,264
2020-01-20,1000,840,504
2020-06-11,750,675,405
2020-05-03,750,654,392
2020-02-14,1000,840,504
2019-06-23,1280,1064,638
2020-01-01,1250,1110,666
2019-11-24,500,450,270
2020-04-09,750,645,387
2020-01-05,180,152,91
2020-05-25,750,624,374
2020-02-13,750,636,382
2019-04-09,1250,1025,615
2020-02-25,750,645,387
2019-12-12,1000,840,504
2020-04-24,1000,832,499
2020-01-16,1000,888,533
2019-04-10,750,645,387
2020-06-16,1000,848,509
2020-06-21,1000,840,504
2020-03-24,1250,1060,636
2020-06-28,250,220,132
2020-06-15,750,675,405
2020-03-06,1000,888,533
2019-06-10,750,660,396
2020-02-22,1000,848,509
2019-06-05,750,660,396
2019-02-14,180,152,91
2020-06-02,1000,872,523
2020-08-18,1000,808,485
2019-08-26,191,159,95
2020-06-13,1000,808,485
2020-04-18,1250,1050,630
2019-11-25,250,202,121
2020-02-08,1000,880,528
2020-03-25,750,615,369
2020-04-13,750,606,364
2019-04-08,1000,880,528
2020-06-27,750,624,374
2019-04-10,750,666,400
2020-04-04,1000,880,528
2020-09-08,750,645,387
2020-02-05,1000,872,523
2020-07-21,382,320,192
2020-01-31,750,654,392
2020-09-19,750,630,378
2019-01-25,1000,860,516
2020-01-26,1250,1075,645
2020-02-01,1000,860,516
2019-07-10,750,660,396
2020-06-28,1000,848,509
2020-04-19,1000,872,523
2020-02-06,750,630,378
2020-12-13,1000,888,533
2020-03-14,750,606,364
2020-04-07,1160,964,578
2020-07-01,1000,832,499
2020-05-06,750,636,382
2020-05-27,500,444,266
2020-04-21,1000,872,523
2019-08-06,500,440,264
2020-04-20,1000,840,504
2020-04-16,750,675,405
2020-06-29,750,654,392
2020-02-26,1000,840,504
2020-02-18,1280,1064,638
2020-03-25,1250,1110,666
2020-11-17,500,450,270
2020-05-12,750,645,387
2019-07-01,180,152,91
2020-04-24,750,624,374
2020-01-09,750,636,382
2020-07-30,1250,1025,615
2020-01-10,750,645,387
2020-12-20,1000,840,504
2020-01-20,1000,832,499
2020-04-17,1000,888,533
2019-01-17,750,645,387
2020-04-29,1000,848,509
2020-04-13,1000,840,504
2020-05-05,1250,1060,636
2020-05-14,250,220,132
2020-01-24,750,675,405
2020-02-28,1000,888,533
2020-01-28,750,660,396
2020-03-10,1000,848,509
2019-11-22,750,660,396
2020-02-22,180,152,91
2020-02-24,1000,872,523
2019-12-31,1000,808,485
2019-02-05,191,159,95
2020-03-31,1000,808,485
2020-05-25,1250,1050,630
2020-04-10,250,202,121
2020-01-11,1000,880,528
2019-10-27,750,615,369
2020-05-15,750,606,364
2019-06-03,1000,880,528
2020-06-29,750,624,374
2020-07-20,750,666,400
2020-03-21,1000,880,528
2020-10-18,750,645,387
2020-05-29,1000,872,523
2020-05-07,382,320,192
2020-04-08,750,654,392
2020-05-31,750,630,378
2020-05-14,1000,860,516
2020-02-28,1250,1075,645
2020-03-24,1000,860,516
2020-12-15,750,660,396
2020-04-23,1000,848,509
2020-06-03,1000,872,523
2020-03-14,750,630,378
2020-10-07,1000,888,533
2020-12-23,750,606,364
2020-05-20,1160,964,578
2020-01-15,1000,832,499
2020-01-07,750,636,382
2020-03-10,500,444,266
2019-12-16,1000,872,523
2020-01-25,500,440,264
2020-01-19,1000,840,504
2020-01-22,750,675,405
2020-06-19,750,654,392
2019-07-13,1000,840,504
2020-12-18,1280,1064,638
2020-04-22,1250,1110,666
2019-03-11,500,450,270
2019-04-13,750,645,387
2020-06-15,180,152,91
2020-05-29,750,624,374
2019-02-08,750,636,382
2019-12-30,1250,1025,615
2020-04-03,750,645,387
2020-07-05,1000,840,504
2020-02-15,1000,832,499
2020-02-16,1000,888,533
2020-02-10,750,645,387
2020-02-20,1000,848,509
2020-06-14,1000,840,504
2020-04-04,1250,1060,636
2020-06-29,250,220,132
2020-01-29,750,675,405
2020-02-20,1000,888,533
2020-03-27,750,660,396
2020-04-24,1000,848,509
2020-08-22,750,660,396
2019-08-12,180,152,91
2020-01-13,1000,872,523
2019-12-06,1000,808,485
2020-04-24,191,159,95
2020-05-16,1000,808,485
2020-05-18,1250,1050,630
2020-01-16,250,202,121
2020-04-13,1000,880,528
2020-12-18,750,615,369
2020-06-11,750,606,364
2020-06-27,1000,880,528
2020-02-03,750,624,374
2020-09-12,750,666,400
2020-02-08,1000,880,528
2020-03-08,750,645,387
2020-06-11,1000,872,523
2019-07-19,382,320,192
2020-06-08,750,654,392
2020-10-19,750,630,378
2020-05-27,1000,860,516
2020-05-25,1250,1075,645
2020-02-02,1000,860,516
2019-12-17,750,660,396
2020-03-11,1000,848,509
2020-03-22,1000,872,523
2020-05-10,750,630,378
2019-05-23,1000,888,533
2019-03-15,750,606,364
2019-04-26,1160,964,578
2020-04-03,1000,832,499
2020-01-03,750,636,382
2020-01-28,500,444,266
2020-09-18,1000,872,523
2019-07-21,500,440,264
2020-05-11,1000,840,504
2020-02-27,750,675,405
2020-06-07,750,654,392
2020-07-14,1000,840,504
2020-05-23,1280,1064,638
2020-04-28,1250,1110,666
2019-06-26,500,450,270
2020-12-24,750,645,387
2019-05-19,180,152,91
2020-02-13,750,624,374
2020-11-21,750,636,382
2019-07-26,1250,1025,615
2020-03-17,750,645,387
2020-04-26,1000,840,504
2020-10-28,1000,832,499
2020-01-10,1000,888,533
2020-12-23,750,645,387
2020-04-14,1000,848,509
2020-06-28,1000,840,504
2020-06-11,1250,1060,636
2020-02-07,250,220,132
2020-04-09,750,675,405
2020-03-31,1000,888,533
2020-06-15,750,660,396
2020-01-06,1000,848,509
2020-12-02,750,660,396
2020-08-10,180,152,91
2020-02-02,1000,872,523
2020-11-26,1000,808,485
2020-06-14,191,159,95
2020-05-31,1000,808,485
2020-03-28,1250,1050,630
2019-04-23,250,202,121
2020-03-13,1000,880,528
2020-07-17,750,615,369
2020-02-04,750,606,364
2019-02-23,1000,880,528
2020-03-19,750,624,374
2019-06-06,750,666,400
2020-03-19,1000,880,528
2019-12-08,750,645,387
2020-02-24,1000,872,523
2020-10-14,382,320,192
2020-05-12,750,654,392
2019-05-12,750,630,378
2019-03-24,1000,860,516
2020-04-21,1250,1075,645
2020-02-01,1000,860,516
2019-09-13,750,660,396
2020-06-13,1000,848,509
2020-04-09,1000,872,523
2020-01-27,750,630,378
2019-01-06,1000,888,533
2020-07-11,750,606,364
2020-04-29,1160,964,578
2019-08-13,1000,832,499
2020-04-22,750,636,382
2020-03-18,500,444,266
2019-12-09,1000,872,523
2020-10-04,500,440,264
2020-03-08,1000,840,504
2020-01-18,750,675,405
2020-03-22,750,654,392
2020-11-12,1000,840,504
2019-10-15,1280,1064,638
2020-03-26,1250,1110,666
2020-01-01,500,450,270
2020-07-28,750,645,387
2020-08-03,180,152,91
2020-05-27,750,624,374
2020-08-06,750,636,382
2020-10-20,1250,1025,615
2020-01-03,750,645,387
2019-10-06,1000,840,504
2019-01-12,1000,832,499
2020-02-02,1000,888,533
2019-09-07,750,645,387
2020-02-14,1000,848,509
2020-01-15,1000,840,504
2020-02-19,1250,1060,636
2020-03-14,250,220,132
2020-01-06,750,675,405
2020-01-22,1000,888,533
2020-11-23,750,660,396
2020-01-28,1000,848,509
2019-12-20,750,660,396
2020-06-21,180,152,91
2020-06-13,1000,872,523
2019-10-06,1000,808,485
2020-12-24,191,159,95
2020-03-04,1000,808,485
2020-06-23,1250,1050,630
2020-06-11,250,202,121
2020-01-24,1000,880,528
2019-12-08,750,615,369
2020-04-04,750,606,364
2019-04-09,1000,880,528
2020-06-22,750,624,374
2019-04-26,750,666,400
2020-04-05,1000,880,528
2019-05-12,750,645,387
2020-03-08,1000,872,523
2019-12-27,382,320,192
2020-03-28,750,654,392
2019-05-24,750,630,378
2020-05-30,1000,860,516
2020-04-05,1250,1075,645
2020-06-23,1000,860,516
2020-04-17,750,660,396
2020-04-29,1000,848,509
2020-05-29,1000,872,523
2020-05-19,750,630,378
2020-07-24,1000,888,533
2020-12-26,750,606,364
2020-12-18,1160,964,578
2019-05-02,1000,832,499
2020-05-31,750,636,382
2020-01-28,500,444,266
2019-09-16,1000,872,523
2020-04-13,500,440,264
2020-04-24,1000,840,504
2020-04-29,750,675,405
2020-05-10,750,654,392
2019-11-23,1000,840,504
2019-12-26,1280,1064,638
2020-01-12,1250,1110,666
2019-12-10,500,450,270
2020-11-02,750,645,387
2019-07-25,180,152,91
2020-06-27,750,624,374
2019-09-25,750,636,382
2020-05-23,1250,1025,615
2020-03-25,750,645,387
2019-09-30,1000,840,504
2020-05-30,1000,832,499
2020-06-19,1000,888,533
2019-03-17,750,645,387
2020-03-09,1000,848,509
2020-02-22,1000,840,504
2020-03-27,1250,1060,636
2020-06-07,250,220,132
2020-01-10,750,675,405
2020-06-02,1000,888,533
2019-10-30,750,660,396
2020-03-15,1000,848,509
2019-02-21,750,660,396
2020-04-25,180,152,91
2020-04-12,1000,872,523
2019-06-20,1000,808,485
2019-06-07,191,159,95
2020-03-07,1000,808,485
2020-01-08,1250,1050,630
2020-08-27,250,202,121
2020-03-09,1000,880,528
2020-07-28,750,615,369
2020-04-01,750,606,364
2020-05-13,1000,880,528
2020-04-13,750,624,374
2019-09-21,750,666,400
2020-04-30,1000,880,528
2020-02-21,750,645,387
2020-03-20,1000,872,523
2020-01-11,382,320,192
2020-01-15,750,654,392
2020-09-10,750,630,378
2019-01-23,1000,860,516
2020-01-23,1250,1075,645
2020-03-16,1000,860,516
2019-09-12,750,660,396
2020-04-10,1000,848,509
2020-04-20,1000,872,523
2020-03-21,750,630,378
2019-06-07,1000,888,533
2020-06-18,750,606,364
2019-10-15,1160,964,578
2020-10-26,1000,832,499
2020-06-28,750,636,382
2020-02-19,500,444,266
2020-09-05,1000,872,523
2020-03-11,500,440,264
2020-01-16,1000,840,504
2020-01-27,750,675,405
2020-03-16,750,654,392
2020-08-21,1000,848,509
2020-11-18,1280,1064,638
2020-03-19,1250,1110,666
2019-07-06,500,450,270
2019-12-04,750,645,387
2019-11-20,180,152,91
2020-04-06,750,624,374
2020-05-01,750,636,382
2019-11-12,1250,1025,615
2020-03-14,750,645,387
2019-03-31,1000,840,504
2020-09-03,1000,832,499
2020-03-05,1000,888,533
2020-08-16,750,645,387
2020-06-20,1000,848,509
2020-05-23,1000,840,504
2020-02-06,1250,1060,636
2020-02-15,250,220,132
2020-05-06,750,675,405
2020-04-22,1000,888,533
2019-10-29,750,660,396
2020-01-15,1000,848,509
2020-07-18,750,660,396
2019-04-04,180,152,91
2020-01-24,1000,872,523
2019-04-07,1000,808,485
2020-04-24,191,159,95
2020-05-08,1000,808,485
2020-01-08,1250,1050,630
2020-06-10,250,202,121
2020-04-26,1000,880,528
2019-11-22,750,615,369
2020-03-29,750,606,364
2019-11-26,1000,880,528
2020-04-15,750,624,374
2019-05-06,750,666,400
2020-06-27,1000,880,528
2019-02-02,750,645,387
2020-03-30,1000,872,523
2019-06-12,382,320,192
2020-02-13,750,654,392
2020-01-18,750,630,378
2019-04-30,1000,860,516
2020-01-14,1250,1075,645
2020-04-17,1000,860,516
2020-09-07,750,660,396
2020-03-03,1000,848,509
2020-05-26,1000,872,523
2020-05-25,750,630,378
2019-10-03,1000,888,533
2019-01-22,750,606,364
2019-06-24,1160,964,578
2019-01-11,1000,832,499
2020-03-06,750,636,382
2020-01-26,500,444,266
2019-01-11,1000,872,523
2020-10-10,500,440,264
2020-06-04,1000,840,504
2020-05-09,750,675,405
2020-05-30,750,654,392
2019-08-17,1000,848,509
2020-08-24,1280,1064,638
2020-05-30,1250,1110,666
2019-06-07,500,450,270
2019-04-10,750,645,387
2020-08-30,180,152,91
2020-06-11,750,624,374
2019-01-28,750,636,382
2020-11-25,1250,1025,615
2020-04-25,750,645,387
2019-09-02,1000,840,504
2020-07-22,1000,832,499
2020-02-15,1000,888,533
2020-10-15,750,645,387
2020-03-11,1000,848,509
2020-01-16,1000,840,504
2020-03-29,1250,1060,636
2020-06-11,250,220,132
2020-02-25,750,675,405
2020-03-14,1000,888,533
2019-03-30,750,660,396
2020-05-01,1000,848,509
2020-11-21,750,660,396
2020-01-28,180,152,91
2020-02-11,1000,872,523
2019-09-12,1000,808,485
2019-11-07,191,159,95
2020-01-01,1000,808,485
2020-01-19,1250,1050,630
2019-03-28,250,202,121
2020-02-12,1000,880,528
2019-11-30,750,615,369
2020-05-28,750,606,364
2020-03-25,1000,880,528
2020-01-16,750,624,374
2019-03-23,750,666,400
2020-04-02,1000,880,528
2020-07-04,750,645,387
2020-02-01,1000,872,523
2019-04-21,382,320,192
2020-05-06,750,654,392
2019-01-12,750,630,378
2020-03-19,1000,860,516
2020-04-17,1250,1075,645
2020-01-04,1000,860,516
2019-10-08,750,660,396
2020-03-18,1000,848,509
2020-02-04,1000,872,523
2020-05-09,750,630,378
2019-10-24,1000,888,533
2019-07-13,750,606,364
2019-07-04,1160,964,578
2019-06-10,1000,832,499
2020-06-07,750,636,382
2020-05-23,500,444,266
2020-02-13,1000,872,523
2019-03-29,500,440,264
2020-01-22,1000,840,504
2020-04-04,750,675,405
2020-04-27,750,654,392
2019-10-08,1000,848,509
2019-12-25,1280,1064,638
2020-05-18,1250,1110,666
2019-10-07,500,450,270
2019-09-04,750,645,387
2020-03-28,180,152,91
2020-03-16,750,624,374
2019-11-27,750,636,382
2019-12-25,1250,1025,615
2020-02-08,750,645,387
2020-05-02,1000,840,504
2020-11-23,1000,832,499
2020-05-09,1000,888,533
2019-09-22,750,645,387
2020-04-06,1000,848,509
2020-01-31,1000,840,504
2020-01-17,1250,1060,636
2020-06-12,250,220,132
2020-05-15,750,675,405
2020-01-07,1000,888,533
2020-04-16,750,660,396
2020-01-30,1000,848,509
2020-06-10,750,660,396
2020-01-19,180,152,91
2020-03-06,1000,872,523
2019-09-07,1000,808,485
2019-07-23,191,159,95
2020-02-18,1000,808,485
2020-01-23,1250,1050,630
2019-03-27,250,202,121
2020-05-04,1000,880,528
2020-12-25,750,615,369
2020-06-19,750,606,364
2020-02-12,1000,880,528
2020-03-29,750,624,374
2019-02-28,750,666,400
2020-02-22,1000,880,528
2019-08-06,750,645,387
2020-02-15,1000,872,523
2019-03-08,382,320,192
2020-06-08,750,654,392
2020-05-26,750,630,378
2020-12-05,1000,860,516
2020-05-12,1250,1075,645
2020-03-03,1000,860,516
2020-11-09,750,660,396
2020-03-07,1000,848,509
2020-05-22,1000,872,523
2020-03-09,750,630,378
2020-06-11,1000,888,533
2020-03-27,750,675,405
2019-08-11,1160,964,578
2020-11-05,1000,832,499
2020-03-01,750,636,382
2020-06-12,500,444,266
2019-01-14,1000,872,523
2019-06-05,500,440,264
2020-03-02,1000,840,504
2020-01-14,750,675,405
2020-02-22,750,654,392
2020-05-16,1000,848,509
2020-06-28,1280,1064,638
2020-03-25,1250,1110,666
2019-12-23,500,450,270
2019-05-22,750,645,387
2020-06-06,180,152,91
2020-05-10,750,624,374
2020-10-16,750,636,382
2020-01-19,1250,1025,615
2020-01-16,750,645,387
2019-12-21,1000,840,504
2019-06-09,1000,832,499
2020-06-01,1000,888,533
2019-07-02,750,645,387
2020-03-19,1000,848,509
2020-03-27,1000,840,504
2020-02-14,1250,1060,636
2020-04-09,250,220,132
2020-01-14,750,675,405
2020-01-04,1000,888,533
2020-01-02,750,660,396
2020-02-18,1000,848,509
2019-10-14,750,660,396
2019-10-24,180,152,91
2020-02-24,1000,872,523
2019-05-03,1000,808,485
2019-11-23,191,159,95
2020-05-08,1000,808,485
2020-06-02,1250,1050,630
2019-11-09,250,202,121
2020-04-18,1000,880,528
2020-01-12,750,615,369
2020-06-06,750,606,364
2020-06-08,1000,880,528
2020-06-28,750,624,374
2020-03-28,750,666,400
2020-02-24,1000,880,528
2019-09-15,750,645,387
2020-06-17,1000,872,523
2020-09-07,382,320,192
2020-04-30,750,654,392
2020-10-19,750,630,378
2020-12-03,1000,860,516
2020-02-02,1250,1075,645
2020-05-18,1000,860,516
