Sale Key,City Key,Customer Key,Bill To Customer Key,Stock Item Key,Invoice Date Key,Delivery Date Key,Salesperson Key,WWI Invoice ID,Description,Package,Quantity,Unit Price,Tax Rate,Total Excluding Tax,Tax Amount,Profit,Total Including Tax,Total Dry Items,Total Chiller Items,Lineage Key
654,60505,0,0,92,2015-01-09,2015-01-10,12,744,Plush shark slippers (Gray) L,Each,9,32.00,15.000,288.00,43.20,216.00,331.20,9,0,11
655,60159,0,0,193,2015-02-10,2015-02-11,15,446,DBA joke mug - SELECT caffeine FROM mug (Black),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
656,49915,42,1,140,2015-11-04,2015-11-05,21,315,"""The Gu"" red shirt XML tag t-shirt (White) M",Each,60,18.00,15.000,1080.00,162.00,660.00,1242.00,60,0,11
657,65245,195,1,207,2015-01-01,2015-01-02,12,787,USB food flash drive - shrimp cocktail,Each,9,32.00,15.000,288.00,43.20,180.00,331.20,9,0,11
658,48409,387,202,175,2015-01-01,2015-01-02,11,11,Developer joke mug - there are 10 types of people in the world (Black),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
659,63044,208,202,110,2015-01-01,2015-01-02,6,164,Superhero action jacket (Blue) S,Each,2,25.00,15.000,50.00,7.50,12.00,57.50,2,0,11
660,54587,89,1,147,2015-01-01,2015-01-02,23,525,Ride on vintage American toy coupe (Red) 1/12 scale,Each,9,285.00,15.000,2565.00,384.75,1170.00,2949.75,9,0,11
661,58731,376,202,130,2015-07-17,2015-07-18,15,488,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",Each,60,18.00,15.000,1080.00,162.00,660.00,1242.00,60,0,11
662,55406,0,0,136,2015-01-01,2015-01-02,12,265,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",Each,12,18.00,15.000,216.00,32.40,120.00,248.40,12,0,11
663,41081,380,202,96,2015-09-17,2015-09-18,21,263,Ogre battery-powered slippers (Green) L,Each,4,32.00,15.000,128.00,19.20,96.00,147.20,4,0,11
664,69386,140,1,192,2015-01-01,2015-01-02,11,106,DBA joke mug - two types of DBAs (White),Each,7,13.00,15.000,91.00,13.65,59.50,104.65,7,0,11
665,69191,286,202,145,2015-04-14,2015-04-15,11,627,Ride on big wheel monster truck (Black) 1/12 scale,Each,1,345.00,15.000,345.00,51.75,140.00,396.75,1,0,11
666,45901,0,0,81,2015-01-01,2015-01-02,19,245,Furry animal socks (Pink) M,Pair,120,5.00,15.000,600.00,90.00,420.00,690.00,120,0,11
667,65982,0,0,150,2015-01-10,2015-01-11,21,186,Ride on toy sedan car (Green) 1/12 scale,Each,7,230.00,15.000,1610.00,241.50,595.00,1851.50,7,0,11
668,44863,264,202,126,2015-03-14,2015-03-15,12,43,"""The Gu"" red shirt XML tag t-shirt (Black) L",Each,24,18.00,15.000,432.00,64.80,264.00,496.80,24,0,11
669,66573,0,0,164,2015-07-16,2015-07-17,6,404,IT joke mug - hardware: part of the computer that can be kicked (White),Each,5,13.00,15.000,65.00,9.75,42.50,74.75,5,0,11
670,42362,290,202,41,2015-07-04,2015-07-05,7,184,Shipping carton (Brown) 229x229x229mm,Each,25,1.05,15.000,26.25,3.94,12.50,30.19,25,0,11
671,69146,224,202,180,2015-01-01,2015-01-02,15,42,"Developer joke mug - (hip, hip, array) (White)",Each,10,13.00,15.000,130.00,19.50,85.00,149.50,10,0,11
672,64280,158,1,139,2015-01-01,2015-01-02,26,706,"""The Gu"" red shirt XML tag t-shirt (White) L",Each,72,18.00,15.000,1296.00,194.40,792.00,1490.40,72,0,11
673,56738,389,202,11,2015-08-30,2015-08-31,12,384,Packing knife with metal insert blade (Yellow) 9mm,Each,5,1.89,15.000,9.45,1.42,4.95,10.87,5,0,11
674,65852,393,202,203,2015-01-01,2015-01-02,11,385,DBA joke mug - mind if I join you? (Black),Each,10,13.00,15.000,130.00,19.50,85.00,149.50,10,0,11
675,64360,68,1,14,2015-03-13,2015-03-14,12,107,Permanent marker black 5mm nib (Black) 5mm,Each,72,2.70,15.000,194.40,29.16,72.00,223.56,72,0,11
676,56156,27,1,110,2015-01-01,2015-01-02,11,667,Superhero action jacket (Blue) S,Each,5,25.00,15.000,125.00,18.75,30.00,143.75,5,0,11
68844617,42573,0,0,208,2018-12-11,2018-12-12,12,842,USB food flash drive - donut,Each,4,32.00,15.000,128.00,19.20,80.00,147.20,4,0,11
678,48409,387,202,99,2015-01-08,2015-01-09,11,383,Dinosaur battery-powered slippers (Green) XL,Each,1,32.00,15.000,32.00,4.80,23.50,36.80,1,0,11
679,73281,39,1,121,2015-02-18,2015-02-19,11,314,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",Each,96,18.00,15.000,1728.00,259.20,960.00,1987.20,96,0,11
680,67833,304,202,41,2015-01-01,2015-01-02,12,956,Shipping carton (Brown) 229x229x229mm,Each,200,1.05,15.000,210.00,31.50,100.00,241.50,200,0,11
681,61956,137,1,107,2015-01-03,2015-01-04,21,335,Superhero action jacket (Blue) XL,Each,9,30.00,15.000,270.00,40.50,72.00,310.50,9,0,11
682,53360,0,0,14,2015-01-01,2015-01-02,15,403,Permanent marker black 5mm nib (Black) 5mm,Each,96,2.70,15.000,259.20,38.88,96.00,298.08,96,0,11
683,48988,49,1,159,2015-01-01,2015-01-02,8,127,RC toy sedan car with remote control (Green) 1/50 scale,Each,1,25.00,15.000,25.00,3.75,12.50,28.75,1,0,11
684,71742,0,0,192,2015-01-01,2015-01-02,9,588,DBA joke mug - two types of DBAs (White),Each,8,13.00,15.000,104.00,15.60,68.00,119.60,8,0,11
685,57592,216,202,108,2015-11-28,2015-11-29,8,41,Superhero action jacket (Blue) L,Each,3,30.00,15.000,90.00,13.50,24.00,103.50,3,0,11
686,41238,288,202,190,2015-04-06,2015-04-07,4,82,Developer joke mug - Oct 31 = Dec 25 (White),Each,9,13.00,15.000,117.00,17.55,76.50,134.55,9,0,11
687,67833,304,202,151,2015-01-05,2015-01-06,23,807,Ride on toy sedan car (Blue) 1/12 scale,Each,2,230.00,15.000,460.00,69.00,170.00,529.00,2,0,11
688,41568,0,0,176,2015-06-30,2015-07-01,9,187,Developer joke mug - there are 10 types of people in the world (White),Each,3,13.00,15.000,39.00,5.85,25.50,44.85,3,0,11
689,38135,279,202,192,2015-06-29,2015-06-30,23,358,DBA joke mug - two types of DBAs (White),Each,8,13.00,15.000,104.00,15.60,68.00,119.60,8,0,11
690,47479,132,1,214,2015-07-04,2015-07-05,15,334,USB food flash drive - hot dog,Each,7,32.00,15.000,224.00,33.60,140.00,257.60,7,0,11
691,41628,344,202,6,2015-08-21,2015-08-22,11,80,Air cushion film 200mmx200mm 325m,Each,10,90.00,15.000,900.00,135.00,360.00,1035.00,10,0,11
692,62500,298,202,169,2015-06-27,2015-06-28,15,995,Developer joke mug - old C developers never die (Black),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
693,75213,0,0,169,2015-01-13,2015-01-14,8,104,Developer joke mug - old C developers never die (Black),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
694,67391,356,202,29,2015-02-20,2015-02-21,7,208,Black and orange fragile despatch tape 48mmx75m,Each,180,3.70,15.000,666.00,99.90,342.00,765.90,180,0,11
695,43830,268,202,149,2015-01-01,2015-01-02,15,44,Ride on toy sedan car (Yellow) 1/12 scale,Each,10,230.00,15.000,2300.00,345.00,850.00,2645.00,10,0,11
696,67024,0,0,178,2015-01-01,2015-01-02,12,663,Developer joke mug - understanding recursion requires understanding recursion (White),Each,9,13.00,15.000,117.00,17.55,76.50,134.55,9,0,11
697,69686,124,1,80,2015-01-01,2015-01-02,9,425,Furry animal socks (Pink) L,Pair,84,5.00,15.000,420.00,63.00,294.00,483.00,84,0,11
698,61143,141,1,70,2015-01-01,2015-01-02,12,336,Pack of 12 action figures (variety),Packet,4,16.00,15.000,64.00,9.60,42.00,73.60,4,0,11
699,43529,0,0,117,2015-02-20,2015-02-21,30,896,Alien officer hoodie (Black) XXL,Each,9,35.00,15.000,315.00,47.25,162.00,362.25,9,0,11
700,58830,257,202,100,2015-01-01,2015-01-02,12,81,Dinosaur battery-powered slippers (Green) L,Each,8,32.00,15.000,256.00,38.40,192.00,294.40,8,0,11
701,48331,347,202,206,2015-07-23,2015-07-24,23,724,USB food flash drive - fortune cookie,Each,9,32.00,15.000,288.00,43.20,180.00,331.20,9,0,11
702,64723,0,0,14,2015-07-23,2015-07-24,19,105,Permanent marker black 5mm nib (Black) 5mm,Each,72,2.70,15.000,194.40,29.16,72.00,223.56,72,0,11
703,57498,77,1,86,2015-07-24,2015-07-25,4,9,Animal with big feet slippers (Brown) S,Each,4,32.00,15.000,128.00,19.20,96.00,147.20,4,0,11
704,39209,0,0,211,2015-06-29,2015-06-30,4,8,USB food flash drive - banana,Each,4,32.00,15.000,128.00,19.20,80.00,147.20,4,0,11
705,54587,89,1,33,2015-01-01,2015-01-02,12,244,Express post box 5kg (White) 350x280x130mm,Each,75,0.95,15.000,71.25,10.69,37.50,81.94,75,0,11
706,42362,290,202,165,2015-06-29,2015-06-30,15,628,IT joke mug - that behavior is by design (Black),Each,8,13.00,15.000,104.00,15.60,68.00,119.60,8,0,11
707,70871,86,1,184,2015-09-05,2015-09-06,7,422,Developer joke mug - when your hammer is C++ (White),Each,6,13.00,15.000,78.00,11.70,51.00,89.70,6,0,11
708,39257,370,202,8,2015-07-17,2015-07-18,6,128,Large  replacement blades 18mm,Each,80,4.30,15.000,344.00,51.60,180.00,395.60,80,0,11
709,57489,330,202,158,2015-01-30,2015-01-31,7,12,RC toy sedan car with remote control (Yellow) 1/50 scale,Each,5,25.00,15.000,125.00,18.75,62.50,143.75,5,0,11
710,48409,387,202,91,2015-01-01,2015-01-02,9,569,Plush shark slippers (Gray) XL,Each,1,32.00,15.000,32.00,4.80,23.50,36.80,1,0,11
711,56563,0,0,84,2015-01-01,2015-01-02,25,914,Animal with big feet slippers (Brown) L,Each,10,32.00,15.000,320.00,48.00,240.00,368.00,10,0,11
712,58467,324,202,200,2015-01-01,2015-01-02,9,205,DBA joke mug - you might be a DBA if (White),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
713,59350,383,202,93,2015-02-06,2015-02-07,9,568,Plush shark slippers (Gray) M,Each,1,32.00,15.000,32.00,4.80,24.00,36.80,1,0,11
714,60505,0,0,158,2015-01-09,2015-01-10,12,744,RC toy sedan car with remote control (Yellow) 1/50 scale,Each,6,25.00,15.000,150.00,22.50,75.00,172.50,6,0,11
715,60159,0,0,193,2015-02-10,2015-02-11,15,446,DBA joke mug - SELECT caffeine FROM mug (Black),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
716,49915,42,1,150,2015-11-04,2015-11-05,21,315,Ride on toy sedan car (Green) 1/12 scale,Each,10,230.00,15.000,2300.00,345.00,850.00,2645.00,10,0,11
717,65245,195,1,207,2015-01-01,2015-01-02,12,787,USB food flash drive - shrimp cocktail,Each,9,32.00,15.000,288.00,43.20,180.00,331.20,9,0,11
718,48409,387,202,175,2015-01-01,2015-01-02,11,11,Developer joke mug - there are 10 types of people in the world (Black),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
719,63044,208,202,110,2015-01-01,2015-01-02,6,164,Superhero action jacket (Blue) S,Each,2,25.00,15.000,50.00,7.50,12.00,57.50,2,0,11
720,54587,89,1,147,2015-01-01,2015-01-02,23,525,Ride on vintage American toy coupe (Red) 1/12 scale,Each,9,285.00,15.000,2565.00,384.75,1170.00,2949.75,9,0,11
721,50845,191,1,186,2015-07-17,2015-07-18,9,10,Developer joke mug - fun was unexpected at this time (White),Each,3,13.00,15.000,39.00,5.85,25.50,44.85,3,0,11
722,55406,0,0,136,2015-01-01,2015-01-02,12,265,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",Each,12,18.00,15.000,216.00,32.40,120.00,248.40,12,0,11
723,41081,380,202,96,2015-09-17,2015-09-18,21,263,Ogre battery-powered slippers (Green) L,Each,4,32.00,15.000,128.00,19.20,96.00,147.20,4,0,11
724,69386,140,1,192,2015-01-01,2015-01-02,11,106,DBA joke mug - two types of DBAs (White),Each,7,13.00,15.000,91.00,13.65,59.50,104.65,7,0,11
725,69191,286,202,145,2015-04-14,2015-04-15,11,627,Ride on big wheel monster truck (Black) 1/12 scale,Each,1,345.00,15.000,345.00,51.75,140.00,396.75,1,0,11
726,45901,0,0,81,2015-01-01,2015-01-02,19,245,Furry animal socks (Pink) M,Pair,120,5.00,15.000,600.00,90.00,420.00,690.00,120,0,11
727,65982,0,0,150,2015-01-11,2015-01-12,21,186,Ride on toy sedan car (Green) 1/12 scale,Each,7,230.00,15.000,1610.00,241.50,595.00,1851.50,7,0,11
728,44863,264,202,126,2015-03-14,2015-03-15,12,43,"""The Gu"" red shirt XML tag t-shirt (Black) L",Each,24,18.00,15.000,432.00,64.80,264.00,496.80,24,0,11
729,48409,387,202,167,2015-07-16,2015-07-17,12,382,IT joke mug - keyboard not found … press F1 to continue (Black),Each,8,13.00,15.000,104.00,15.60,68.00,119.60,8,0,11
730,73736,349,202,3,2015-07-04,2015-07-05,7,243,Void fill 200 L bag (White) 200L,Each,20,25.00,15.000,500.00,75.00,180.00,575.00,20,0,11
731,69146,224,202,180,2015-01-01,2015-01-02,15,42,"Developer joke mug - (hip, hip, array) (White)",Each,10,13.00,15.000,130.00,19.50,85.00,149.50,10,0,11
732,64280,158,1,139,2015-01-01,2015-01-02,26,706,"""The Gu"" red shirt XML tag t-shirt (White) L",Each,72,18.00,15.000,1296.00,194.40,792.00,1490.40,72,0,11
733,56738,389,202,128,2015-08-30,2015-08-31,12,384,"""The Gu"" red shirt XML tag t-shirt (Black) S",Each,120,18.00,15.000,2160.00,324.00,1320.00,2484.00,120,0,11
734,65852,393,202,203,2015-01-01,2015-01-02,11,385,DBA joke mug - mind if I join you? (Black),Each,10,13.00,15.000,130.00,19.50,85.00,149.50,10,0,11
735,64360,68,1,13,2015-03-13,2015-03-14,12,107,Permanent marker blue 5mm nib (Blue) 5mm,Each,48,2.70,15.000,129.60,19.44,48.00,149.04,48,0,11
736,56156,27,1,110,2015-01-01,2015-01-02,11,667,Superhero action jacket (Blue) S,Each,5,25.00,15.000,125.00,18.75,30.00,143.75,5,0,11
68844677,42573,0,0,208,2018-12-11,2018-12-12,12,842,USB food flash drive - donut,Each,4,32.00,15.000,128.00,19.20,80.00,147.20,4,0,11
738,48409,387,202,99,2015-01-08,2015-01-09,11,383,Dinosaur battery-powered slippers (Green) XL,Each,1,32.00,15.000,32.00,4.80,23.50,36.80,1,0,11
739,73281,39,1,162,2015-02-18,2015-02-19,11,314,RC toy sedan car with remote control (Black) 1/50 scale,Each,10,25.00,15.000,250.00,37.50,125.00,287.50,10,0,11
740,67833,304,202,41,2015-01-01,2015-01-02,12,956,Shipping carton (Brown) 229x229x229mm,Each,200,1.05,15.000,210.00,31.50,100.00,241.50,200,0,11
741,61956,137,1,107,2015-01-03,2015-01-04,21,335,Superhero action jacket (Blue) XL,Each,9,30.00,15.000,270.00,40.50,72.00,310.50,9,0,11
742,53360,0,0,14,2015-01-01,2015-01-02,15,403,Permanent marker black 5mm nib (Black) 5mm,Each,96,2.70,15.000,259.20,38.88,96.00,298.08,96,0,11
743,48988,49,1,159,2015-01-01,2015-01-02,8,127,RC toy sedan car with remote control (Green) 1/50 scale,Each,1,25.00,15.000,25.00,3.75,12.50,28.75,1,0,11
744,71742,0,0,192,2015-01-01,2015-01-02,9,588,DBA joke mug - two types of DBAs (White),Each,8,13.00,15.000,104.00,15.60,68.00,119.60,8,0,11
745,57592,216,202,108,2015-11-28,2015-11-29,8,41,Superhero action jacket (Blue) L,Each,3,30.00,15.000,90.00,13.50,24.00,103.50,3,0,11
746,41238,288,202,190,2015-04-06,2015-04-07,4,82,Developer joke mug - Oct 31 = Dec 25 (White),Each,9,13.00,15.000,117.00,17.55,76.50,134.55,9,0,11
747,40971,0,0,124,2015-01-05,2015-01-06,4,210,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",Each,108,18.00,15.000,1944.00,291.60,1134.00,2235.60,108,0,11
748,41568,0,0,176,2015-06-30,2015-07-01,9,187,Developer joke mug - there are 10 types of people in the world (White),Each,3,13.00,15.000,39.00,5.85,25.50,44.85,3,0,11
749,38135,279,202,192,2015-06-29,2015-06-30,23,358,DBA joke mug - two types of DBAs (White),Each,8,13.00,15.000,104.00,15.60,68.00,119.60,8,0,11
750,47479,132,1,19,2015-07-04,2015-07-05,15,334,Red and white urgent despatch tape 48mmx75m,Each,48,3.70,15.000,177.60,26.64,100.80,204.24,48,0,11
751,41628,344,202,184,2015-08-21,2015-08-22,11,80,Developer joke mug - when your hammer is C++ (White),Each,6,13.00,15.000,78.00,11.70,51.00,89.70,6,0,11
752,62500,298,202,169,2015-06-27,2015-06-28,15,995,Developer joke mug - old C developers never die (Black),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
753,75213,0,0,136,2015-01-13,2015-01-14,8,104,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",Each,108,18.00,15.000,1944.00,291.60,1080.00,2235.60,108,0,11
754,67391,356,202,29,2015-02-20,2015-02-21,7,208,Black and orange fragile despatch tape 48mmx75m,Each,180,3.70,15.000,666.00,99.90,342.00,765.90,180,0,11
755,64723,0,0,95,2015-01-01,2015-01-02,25,1328,Ogre battery-powered slippers (Green) XL,Each,5,32.00,15.000,160.00,24.00,117.50,184.00,5,0,11
756,67024,0,0,178,2015-01-01,2015-01-02,12,663,Developer joke mug - understanding recursion requires understanding recursion (White),Each,9,13.00,15.000,117.00,17.55,76.50,134.55,9,0,11
757,69686,124,1,80,2015-01-01,2015-01-02,9,425,Furry animal socks (Pink) L,Pair,84,5.00,15.000,420.00,63.00,294.00,483.00,84,0,11
758,61143,141,1,70,2015-01-01,2015-01-02,12,336,Pack of 12 action figures (variety),Packet,4,16.00,15.000,64.00,9.60,42.00,73.60,4,0,11
759,43529,0,0,117,2015-02-20,2015-02-21,30,896,Alien officer hoodie (Black) XXL,Each,9,35.00,15.000,315.00,47.25,162.00,362.25,9,0,11
760,58830,257,202,100,2015-01-01,2015-01-02,12,81,Dinosaur battery-powered slippers (Green) L,Each,8,32.00,15.000,256.00,38.40,192.00,294.40,8,0,11
761,61111,38,1,59,2015-07-23,2015-07-24,7,313,20 mm Double sided bubble wrap 50m,Each,100,108.00,15.000,10800.00,1620.00,9200.00,12420.00,100,0,11
762,64723,0,0,211,2015-07-23,2015-07-24,19,105,USB food flash drive - banana,Each,8,32.00,15.000,256.00,38.40,160.00,294.40,8,0,11
763,57498,77,1,86,2015-07-24,2015-07-25,4,9,Animal with big feet slippers (Brown) S,Each,4,32.00,15.000,128.00,19.20,96.00,147.20,4,0,11
764,39209,0,0,188,2015-06-29,2015-06-30,4,8,Developer joke mug - that's a hardware problem (White),Each,9,13.00,15.000,117.00,17.55,76.50,134.55,9,0,11
765,54587,89,1,33,2015-01-01,2015-01-02,12,244,Express post box 5kg (White) 350x280x130mm,Each,75,0.95,15.000,71.25,10.69,37.50,81.94,75,0,11
766,44806,0,0,100,2015-06-29,2015-06-30,9,40,Dinosaur battery-powered slippers (Green) L,Each,9,32.00,15.000,288.00,43.20,216.00,331.20,9,0,11
767,70871,86,1,184,2015-09-05,2015-09-06,7,422,Developer joke mug - when your hammer is C++ (White),Each,6,13.00,15.000,78.00,11.70,51.00,89.70,6,0,11
768,39257,370,202,123,2015-07-17,2015-07-18,6,128,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",Each,72,18.00,15.000,1296.00,194.40,720.00,1490.40,72,0,11
769,54571,386,202,180,2015-01-30,2015-01-31,9,167,"Developer joke mug - (hip, hip, array) (White)",Each,5,13.00,15.000,65.00,9.75,42.50,74.75,5,0,11
770,48409,387,202,91,2015-01-01,2015-01-02,9,569,Plush shark slippers (Gray) XL,Each,1,32.00,15.000,32.00,4.80,23.50,36.80,1,0,11
771,53792,167,1,137,2015-01-01,2015-01-02,35,1206,"""The Gu"" red shirt XML tag t-shirt (White) XXL",Each,120,18.00,15.000,2160.00,324.00,1260.00,2484.00,120,0,11
772,58467,324,202,200,2015-01-01,2015-01-02,9,205,DBA joke mug - you might be a DBA if (White),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
773,59350,383,202,89,2015-02-06,2015-02-07,9,568,Furry gorilla with big eyes slippers (Black) M,Each,6,32.00,15.000,192.00,28.80,144.00,220.80,6,0,11
774,61111,38,1,204,2015-01-09,2015-01-10,19,312,DBA joke mug - mind if I join you? (White),Each,7,13.00,15.000,91.00,13.65,59.50,104.65,7,0,11
775,60159,0,0,193,2015-02-10,2015-02-11,15,446,DBA joke mug - SELECT caffeine FROM mug (Black),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
776,49915,42,1,150,2015-11-04,2015-11-05,21,315,Ride on toy sedan car (Green) 1/12 scale,Each,10,230.00,15.000,2300.00,345.00,850.00,2645.00,10,0,11
777,65245,195,1,207,2015-01-01,2015-01-02,12,787,USB food flash drive - shrimp cocktail,Each,9,32.00,15.000,288.00,43.20,180.00,331.20,9,0,11
778,48409,387,202,175,2015-01-01,2015-01-02,11,11,Developer joke mug - there are 10 types of people in the world (Black),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
779,61486,88,1,199,2015-01-01,2015-01-02,21,524,DBA joke mug - you might be a DBA if (Black),Each,10,13.00,15.000,130.00,19.50,85.00,149.50,10,0,11
780,54587,89,1,147,2015-01-01,2015-01-02,23,525,Ride on vintage American toy coupe (Red) 1/12 scale,Each,9,285.00,15.000,2565.00,384.75,1170.00,2949.75,9,0,11
781,50845,191,1,182,2015-07-17,2015-07-18,9,10,Developer joke mug - inheritance is the OO way to become wealthy (White),Each,5,13.00,15.000,65.00,9.75,42.50,74.75,5,0,11
782,55406,0,0,1,2015-01-01,2015-01-02,12,265,Void fill 400 L bag (White) 400L,Each,30,50.00,15.000,1500.00,225.00,720.00,1725.00,30,0,11
783,41081,380,202,213,2015-09-17,2015-09-18,21,263,USB food flash drive - pizza slice,Each,4,32.00,15.000,128.00,19.20,80.00,147.20,4,0,11
784,69386,140,1,192,2015-01-01,2015-01-02,11,106,DBA joke mug - two types of DBAs (White),Each,7,13.00,15.000,91.00,13.65,59.50,104.65,7,0,11
785,74510,8,1,141,2015-04-14,2015-04-15,15,665,"""The Gu"" red shirt XML tag t-shirt (White) S",Each,24,18.00,15.000,432.00,64.80,264.00,496.80,24,0,11
786,45901,0,0,81,2015-01-01,2015-01-02,19,245,Furry animal socks (Pink) M,Pair,120,5.00,15.000,600.00,90.00,420.00,690.00,120,0,11
787,65982,0,0,150,2015-01-11,2015-01-12,21,186,Ride on toy sedan car (Green) 1/12 scale,Each,7,230.00,15.000,1610.00,241.50,595.00,1851.50,7,0,11
788,44863,264,202,110,2015-03-14,2015-03-15,12,43,Superhero action jacket (Blue) S,Each,2,25.00,15.000,50.00,7.50,12.00,57.50,2,0,11
789,48409,387,202,167,2015-07-16,2015-07-17,12,382,IT joke mug - keyboard not found … press F1 to continue (Black),Each,8,13.00,15.000,104.00,15.60,68.00,119.60,8,0,11
790,42362,290,202,41,2015-07-04,2015-07-05,7,184,Shipping carton (Brown) 229x229x229mm,Each,25,1.05,15.000,26.25,3.94,12.50,30.19,25,0,11
791,69146,224,202,180,2015-01-01,2015-01-02,15,42,"Developer joke mug - (hip, hip, array) (White)",Each,10,13.00,15.000,130.00,19.50,85.00,149.50,10,0,11
792,64280,158,1,139,2015-01-01,2015-01-02,26,706,"""The Gu"" red shirt XML tag t-shirt (White) L",Each,72,18.00,15.000,1296.00,194.40,792.00,1490.40,72,0,11
793,56738,389,202,11,2015-08-30,2015-08-31,12,384,Packing knife with metal insert blade (Yellow) 9mm,Each,5,1.89,15.000,9.45,1.42,4.95,10.87,5,0,11
794,65852,393,202,203,2015-01-01,2015-01-02,11,385,DBA joke mug - mind if I join you? (Black),Each,10,13.00,15.000,130.00,19.50,85.00,149.50,10,0,11
795,64360,68,1,13,2015-03-13,2015-03-14,12,107,Permanent marker blue 5mm nib (Blue) 5mm,Each,48,2.70,15.000,129.60,19.44,48.00,149.04,48,0,11
796,57335,350,202,5,2015-01-01,2015-01-02,19,486,Air cushion machine (Blue),Each,8,1899.00,15.000,15192.00,2278.80,6072.00,17470.80,8,0,11
68844737,42573,0,0,208,2018-12-11,2018-12-12,12,842,USB food flash drive - donut,Each,4,32.00,15.000,128.00,19.20,80.00,147.20,4,0,11
798,48409,387,202,2,2015-01-08,2015-01-09,11,383,Void fill 300 L bag (White) 300L,Each,10,37.50,15.000,375.00,56.25,195.00,431.25,10,0,11
799,73281,39,1,139,2015-02-18,2015-02-19,11,314,"""The Gu"" red shirt XML tag t-shirt (White) L",Each,60,18.00,15.000,1080.00,162.00,660.00,1242.00,60,0,11
800,39667,322,202,60,2015-01-01,2015-01-02,11,810,20 mm Double sided bubble wrap 20m,Each,90,33.00,15.000,2970.00,445.50,1620.00,3415.50,90,0,11
801,70871,86,1,191,2015-01-03,2015-01-04,7,130,DBA joke mug - two types of DBAs (Black),Each,9,13.00,15.000,117.00,17.55,76.50,134.55,9,0,11
802,53360,0,0,39,2015-01-01,2015-01-02,15,403,Shipping carton (Brown) 356x229x229mm,Each,250,1.14,15.000,285.00,42.75,145.00,327.75,250,0,11
803,48988,49,1,117,2015-01-01,2015-01-02,8,127,Alien officer hoodie (Black) XXL,Each,6,35.00,15.000,210.00,31.50,108.00,241.50,6,0,11
804,71742,0,0,20,2015-01-01,2015-01-02,9,588,Black and yellow heavy despatch tape 48mmx100m,Each,168,4.10,15.000,688.80,103.32,285.60,792.12,168,0,11
805,57592,216,202,108,2015-11-28,2015-11-29,8,41,Superhero action jacket (Blue) L,Each,3,30.00,15.000,90.00,13.50,24.00,103.50,3,0,11
806,41238,288,202,174,2015-04-06,2015-04-07,4,82,Developer joke mug - a foo walks into a bar (White),Each,9,13.00,15.000,117.00,17.55,76.50,134.55,9,0,11
807,44806,0,0,54,2015-01-05,2015-01-06,9,78,10 mm Anti static bubble wrap (Blue) 20m,Each,90,42.00,15.000,3780.00,567.00,1710.00,4347.00,90,0,11
808,41568,0,0,176,2015-06-30,2015-07-01,9,187,Developer joke mug - there are 10 types of people in the world (White),Each,3,13.00,15.000,39.00,5.85,25.50,44.85,3,0,11
809,38135,279,202,15,2015-06-29,2015-06-30,23,358,Tape dispenser (Blue),Each,60,32.00,15.000,1920.00,288.00,900.00,2208.00,60,0,11
810,47479,132,1,214,2015-07-04,2015-07-05,15,334,USB food flash drive - hot dog,Each,7,32.00,15.000,224.00,33.60,140.00,257.60,7,0,11
811,41628,344,202,184,2015-08-21,2015-08-22,11,80,Developer joke mug - when your hammer is C++ (White),Each,6,13.00,15.000,78.00,11.70,51.00,89.70,6,0,11
812,62500,298,202,169,2015-06-27,2015-06-28,15,995,Developer joke mug - old C developers never die (Black),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
813,41967,0,0,188,2015-01-13,2015-01-14,4,264,Developer joke mug - that's a hardware problem (White),Each,6,13.00,15.000,78.00,11.70,51.00,89.70,6,0,11
814,67391,356,202,100,2015-02-20,2015-02-21,7,208,Dinosaur battery-powered slippers (Green) L,Each,1,32.00,15.000,32.00,4.80,24.00,36.80,1,0,11
815,64723,0,0,95,2015-01-01,2015-01-02,25,1328,Ogre battery-powered slippers (Green) XL,Each,5,32.00,15.000,160.00,24.00,117.50,184.00,5,0,11
816,67024,0,0,217,2015-01-01,2015-01-02,12,663,Office cube periscope (Black),Each,40,18.50,15.000,740.00,111.00,290.00,851.00,40,0,11
