Fiscal Year,Fiscal Quarter,Fiscal Month,Country,Region,Customer Segment,Channel,Product,ProductCategory,Gross Sales,Budget,Forecast,Discount,Net Sales,COGS,Gross Profit,Half Yearly,VTB ($),VTB (%),link,description,Dates
FY20,Q4,10,Mexico,North & Central America,Non-Loyalty,Retail Store,Brown SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,Korea,Asia Pacific,Loyalty,Online,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Canada,North & Central America,Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,3510,71160,49800,21360,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,Australia,Asia Pacific,Non-Loyalty,Retail Store,Blue Stripped SurfBoard,Surf Board,30,0,30,0,0,0,0,H1 Actual,1,0,NULL,NULL,00:00.0
FY20,Q4,11,Germany,Europe,Non-Loyalty,Wholesale,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,3,USA,North & Central America,Non-Loyalty,Television,Black with red sole shoes,Running Shoes,0,0,0,60,1380,690,690,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,6,Germany,Europe,Loyalty,Retail Store,Blue Stripped SurfBoard,Surf Board,4170,0,4380,660,14850,10410,4470,H1 Actual,139,0,NULL,NULL,00:00.0
FY20,Q4,11,Japan,Asia Pacific,Loyalty,Television,Yellow mature Dutch cheese,Cheese,9000,8730,10500,60,1620,810,810,H2 Forecast,9,0,NULL,NULL,00:00.0
FY20,Q4,12,Italy,Europe,Non-Loyalty,Online,Orange SurfBoard,Surf Board,570,-4530,630,1830,46170,18480,27720,H2 Forecast,170,-1,NULL,NULL,00:00.0
FY20,Q2,5,Spain,Europe,Loyalty,Online,White Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,8,France,Europe,Loyalty,Wholesale,Black Shoes,Running Shoes,1740,0,510,60,1140,690,450,H2 Forecast,58,0,NULL,NULL,00:00.0
FY20,Q2,5,UK,Europe,Non-Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,4,Italy,Europe,Loyalty,Wholesale,Blue Surf Board,Surf Board,1200,1530,1260,0,0,0,0,H1 Actual,-11,0,NULL,NULL,00:00.0
FY20,Q2,5,Italy,Europe,Loyalty,Wholesale,Pink Shoes,Running Shoes,0,570,0,0,0,0,0,H1 Actual,-19,-1,NULL,NULL,00:00.0
FY20,Q4,12,USA,North & Central America,Non-Loyalty,Retail Store,White Shoes,Running Shoes,14970,15780,15600,19950,549810,384870,164940,H2 Forecast,-27,0,NULL,NULL,00:00.0
FY20,Q4,10,Germany,Europe,Non-Loyalty,Television,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,Germany,Europe,Non-Loyalty,Retail Store,Blue Stripped SurfBoard,Surf Board,4470,4470,4650,30,870,450,450,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Turkey,Europe,Non-Loyalty,Online,Pink Shoes,Running Shoes,0,0,0,60,1860,1110,750,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Indonesia,Asia Pacific,Non-Loyalty,Television,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Switzerland,Europe,Loyalty,Television,Orange SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,6,Korea,Asia Pacific,Loyalty,Retail Store,Black Shoes,Running Shoes,10320,12060,10500,30,570,360,240,H1 Actual,-58,0,NULL,NULL,00:00.0
FY20,Q1,1,Indonesia,Asia Pacific,Loyalty,Retail Store,Orange SurfBoard,Surf Board,1680,1680,1710,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Italy,Europe,Loyalty,Online,Yellow mature Dutch cheese,Cheese,252720,321810,292950,0,0,0,0,H2 Forecast,-2303,0,NULL,NULL,00:00.0
FY20,Q4,12,China,Asia Pacific,Non-Loyalty,Online,Black with red sole shoes,Running Shoes,0,480,0,0,0,0,0,H2 Forecast,-16,-1,NULL,NULL,00:00.0
FY20,Q4,12,Brazil,South America,Loyalty,Retail Store,French cheese,Cheese,8790,0,10260,0,0,0,0,H2 Forecast,293,0,NULL,NULL,00:00.0
FY20,Q1,3,Germany,Europe,Loyalty,Online,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,4,Italy,Europe,Loyalty,Retail Store,White Shoes,Running Shoes,0,-510,0,60,1320,660,660,H1 Actual,17,-1,NULL,NULL,00:00.0
FY20,Q2,4,Brazil,South America,Non-Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,UK,Europe,Loyalty,Television,Black corkscrew,Corkscrew,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Mexico,North & Central America,Non-Loyalty,Television,Gray with white sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,8,USA,North & Central America,Non-Loyalty,Television,Orange SurfBoard,Surf Board,0,0,0,720,14550,8730,5820,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,6,Turkey,Europe,Non-Loyalty,Retail Store,Unbreakable wineglass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,2,France,Europe,Loyalty,Television,Orange SurfBoard,Surf Board,4110,3630,4380,150,3120,1860,1230,H1 Actual,16,0,NULL,NULL,00:00.0
FY20,Q2,6,Canada,North & Central America,Non-Loyalty,Retail Store,Blue Surf Board,Surf Board,2400,3900,2760,750,15240,12210,3060,H1 Actual,-50,0,NULL,NULL,00:00.0
FY20,Q4,12,France,Europe,Non-Loyalty,Wholesale,Gray with white sole shoes,Running Shoes,0,0,0,240,7530,5250,2250,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Korea,Asia Pacific,Non-Loyalty,Television,Pink Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Indonesia,Asia Pacific,Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,USA,North & Central America,Loyalty,Wholesale,Gray with white sole shoes,Running Shoes,0,300,0,0,0,0,0,H2 Forecast,-10,-1,NULL,NULL,00:00.0
FY20,Q1,3,Switzerland,Europe,Loyalty,Television,Black with red sole shoes,Running Shoes,26670,26400,5370,0,0,0,0,H1 Actual,9,0,NULL,NULL,00:00.0
FY20,Q1,2,Canada,North & Central America,Non-Loyalty,Retail Store,Cheese circle,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Mexico,North & Central America,Loyalty,Wholesale,Blue Surf Board,Surf Board,-7320,0,-7920,0,0,0,0,H2 Forecast,-244,0,NULL,NULL,00:00.0
FY20,Q4,11,Spain,Europe,Loyalty,Online,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,China,Asia Pacific,Non-Loyalty,Online,Black with red sole shoes,Running Shoes,0,0,0,30,540,330,210,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Korea,Asia Pacific,Non-Loyalty,Television,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Korea,Asia Pacific,Loyalty,Wholesale,Black with red sole shoes,Running Shoes,720,0,780,0,0,0,0,H2 Forecast,24,0,NULL,NULL,00:00.0
FY20,Q4,12,UK,Europe,Loyalty,Online,Pink Shoes,Running Shoes,0,0,0,30,750,510,210,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,UK,Europe,Non-Loyalty,Retail Store,Cheese chunk,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,China,Asia Pacific,Non-Loyalty,Retail Store,Brown Shoes,Running Shoes,0,0,0,1260,34110,13650,20460,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,Brazil,South America,Non-Loyalty,Online,Black Shoes,Running Shoes,0,570,0,0,0,0,0,H1 Actual,-19,-1,NULL,NULL,00:00.0
FY20,Q3,7,Australia,Asia Pacific,Loyalty,Online,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,India,Asia Pacific,Non-Loyalty,Online,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,China,Asia Pacific,Non-Loyalty,Retail Store,Pink Shoes,Running Shoes,720,210,840,0,0,0,0,H1 Actual,17,2,NULL,NULL,00:00.0
FY20,Q4,11,Japan,Asia Pacific,Loyalty,Television,Black Shoes,Running Shoes,0,0,0,0,120,60,60,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,Japan,Asia Pacific,Loyalty,Online,Unbreakable wineglass,Cocktail Glasses,570,46740,600,0,0,0,0,H1 Actual,-1539,0,NULL,NULL,00:00.0
FY20,Q3,7,Italy,Europe,Non-Loyalty,Wholesale,Yellow mature Dutch cheese,Cheese,0,3840,0,0,0,0,0,H2 Forecast,-128,-1,NULL,NULL,00:00.0
FY20,Q4,10,France,Europe,Non-Loyalty,Television,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Turkey,Europe,Loyalty,Retail Store,Cheese circle,Cheese,0,0,0,120,2850,2010,870,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,Brazil,South America,Loyalty,Online,Brown SurfBoard,Surf Board,4590,240,5310,0,0,0,0,H1 Actual,145,18,NULL,NULL,00:00.0
FY20,Q3,7,India,Asia Pacific,Non-Loyalty,Television,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,6,Japan,Asia Pacific,Loyalty,Television,Yellow mature Dutch cheese,Cheese,43470,37800,47820,300,7110,4980,2130,H1 Actual,188,0,NULL,NULL,00:00.0
FY20,Q4,10,Mexico,North & Central America,Non-Loyalty,Television,Brown SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,Japan,Asia Pacific,Loyalty,Television,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Mexico,North & Central America,Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,540,11970,6000,6000,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Canada,North & Central America,Non-Loyalty,Online,Brown Shoes,Running Shoes,0,4320,0,0,0,0,0,H2 Forecast,-144,-1,NULL,NULL,00:00.0
FY20,Q4,11,Italy,Europe,Non-Loyalty,Online,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Korea,Asia Pacific,Loyalty,Wholesale,Beach Shoes,Running Shoes,0,0,0,60,1770,900,900,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Mexico,North & Central America,Loyalty,Wholesale,Blue Stripped SurfBoard,Surf Board,14970,0,15600,1050,20580,12360,8250,H2 Forecast,499,0,NULL,NULL,00:00.0
FY20,Q4,12,USA,North & Central America,Non-Loyalty,Retail Store,Yellow mature Dutch cheese,Cheese,569760,496050,670050,750,15030,7530,7530,H2 Forecast,2458,0,NULL,NULL,00:00.0
FY20,Q3,7,USA,North & Central America,Loyalty,Wholesale,Orange SurfBoard,Surf Board,-330,210,-360,1170,31680,18990,12660,H2 Forecast,-18,-2,NULL,NULL,00:00.0
FY20,Q1,1,Switzerland,Europe,Loyalty,Wholesale,White Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Brazil,South America,Loyalty,Retail Store,Black Shoes,Running Shoes,6210,0,6630,60,1380,690,690,H2 Forecast,207,0,NULL,NULL,00:00.0
FY20,Q1,2,UK,Europe,Non-Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Italy,Europe,Loyalty,Online,Blue Surf Board,Surf Board,480,1140,540,0,0,0,0,H2 Forecast,-22,0,NULL,NULL,00:00.0
FY20,Q4,12,Indonesia,Asia Pacific,Non-Loyalty,Retail Store,Pink Shoes,Running Shoes,0,38580,0,0,0,0,0,H2 Forecast,-1286,-1,NULL,NULL,00:00.0
FY20,Q1,1,Germany,Europe,Non-Loyalty,Retail Store,White Shoes,Running Shoes,7470,24690,8730,270,5370,3240,2160,H1 Actual,-574,0,NULL,NULL,00:00.0
FY20,Q4,10,Spain,Europe,Non-Loyalty,Retail Store,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Japan,Asia Pacific,Non-Loyalty,Television,White Shoes,Running Shoes,60,60,60,30,420,270,180,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,UK,Europe,Loyalty,Television,Black with red sole shoes,Running Shoes,0,0,0,60,1530,930,600,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Korea,Asia Pacific,Non-Loyalty,Online,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Switzerland,Europe,Loyalty,Retail Store,Orange SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Australia,Asia Pacific,Loyalty,Television,French cheese,Cheese,84120,88320,91860,30,840,570,240,H2 Forecast,-140,0,NULL,NULL,00:00.0
FY20,Q4,11,Italy,Europe,Non-Loyalty,Retail Store,Orange SurfBoard,Surf Board,1590,1590,1800,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Indonesia,Asia Pacific,Loyalty,Wholesale,Yellow mature Dutch cheese,Cheese,14670,24150,15030,0,0,0,0,H2 Forecast,-317,0,NULL,NULL,00:00.0
FY20,Q3,7,Italy,Europe,Non-Loyalty,Wholesale,Black with red sole shoes,Running Shoes,0,30,0,0,0,0,0,H2 Forecast,-1,-1,NULL,NULL,00:00.0
FY20,Q4,10,Brazil,South America,Loyalty,Retail Store,French cheese,Cheese,7290,0,8400,0,0,0,0,H2 Forecast,243,0,NULL,NULL,00:00.0
FY20,Q4,11,Turkey,Europe,Loyalty,Television,Wood and Cork Coaster,Coaster,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Italy,Europe,Loyalty,Wholesale,White Shoes,Running Shoes,0,870,0,180,4830,2910,1920,H2 Forecast,-29,-1,NULL,NULL,00:00.0
FY20,Q2,5,Brazil,South America,Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,France,Europe,Loyalty,Wholesale,Black corkscrew,Corkscrew,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,USA,North & Central America,Non-Loyalty,Television,Gray with white sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Korea,Asia Pacific,Non-Loyalty,Wholesale,Orange SurfBoard,Surf Board,0,0,0,120,3150,1890,1260,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,Turkey,Europe,Non-Loyalty,Retail Store,Unbreakable wineglass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,UK,Europe,Loyalty,Retail Store,Orange SurfBoard,Surf Board,180,11820,210,5790,174840,139890,34980,H2 Forecast,-388,0,NULL,NULL,00:00.0
FY20,Q4,12,Canada,North & Central America,Loyalty,Retail Store,Blue Surf Board,Surf Board,24900,30120,25320,7830,148800,104160,44640,H2 Forecast,-174,0,NULL,NULL,00:00.0
FY20,Q4,12,Spain,Europe,Loyalty,Retail Store,Gray with white sole shoes,Running Shoes,0,0,0,960,28380,14190,14190,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,6,Korea,Asia Pacific,Loyalty,Online,Pink Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Indonesia,Asia Pacific,Loyalty,Online,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,India,Asia Pacific,Loyalty,Online,Gray with white sole shoes,Running Shoes,0,48480,0,0,0,0,0,H2 Forecast,-1616,-1,NULL,NULL,00:00.0
FY20,Q1,3,Brazil,South America,Loyalty,Television,Black with red sole shoes,Running Shoes,990,810,360,0,0,0,0,H1 Actual,6,0,NULL,NULL,00:00.0
FY20,Q1,2,Mexico,North & Central America,Loyalty,Wholesale,Cheese circle,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Brazil,South America,Loyalty,Online,Blue Surf Board,Surf Board,2100,0,2370,0,0,0,0,H2 Forecast,70,0,NULL,NULL,00:00.0
FY20,Q4,11,Spain,Europe,Non-Loyalty,Online,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,UK,Europe,Loyalty,Retail Store,Gray with white sole shoes,Running Shoes,0,0,0,30,540,330,210,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Korea,Asia Pacific,Non-Loyalty,Online,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,5,Germany,Europe,Loyalty,Online,Black with red sole shoes,Running Shoes,4830,0,5430,0,0,0,0,H1 Actual,161,0,NULL,NULL,00:00.0
FY20,Q4,12,France,Europe,Non-Loyalty,Television,Beach Shoes,Running Shoes,0,0,0,30,420,210,210,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,6,UK,Europe,Loyalty,Wholesale,Cheese chunk,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,6,Germany,Europe,Non-Loyalty,Wholesale,Brown Shoes,Running Shoes,0,0,0,540,10140,7110,3030,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,5,USA,North & Central America,Loyalty,Online,Black Shoes,Running Shoes,0,2490,0,0,0,0,0,H1 Actual,-83,-1,NULL,NULL,00:00.0
FY20,Q1,2,Australia,Asia Pacific,Loyalty,Wholesale,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,3,India,Asia Pacific,Loyalty,Online,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Japan,Asia Pacific,Loyalty,Online,French cheese,Cheese,18150,5310,5940,0,0,0,0,H1 Actual,428,2,NULL,NULL,00:00.0
FY20,Q2,6,UK,Europe,Non-Loyalty,Retail Store,Black with red sole shoes,Running Shoes,0,0,0,0,120,60,60,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Italy,Europe,Non-Loyalty,Online,Unbreakable wineglass,Cocktail Glasses,9240,10200,10020,0,0,0,0,H2 Forecast,-32,0,NULL,NULL,00:00.0
FY20,Q4,10,Korea,Asia Pacific,Loyalty,Wholesale,Yellow mature Dutch cheese,Cheese,0,4050,0,0,0,0,0,H2 Forecast,-135,-1,NULL,NULL,00:00.0
FY20,Q4,10,Spain,Europe,Non-Loyalty,Television,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,USA,North & Central America,Loyalty,Wholesale,Cheese circle,Cheese,0,0,0,1530,49770,39810,9960,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,4,USA,North & Central America,Non-Loyalty,Wholesale,Brown SurfBoard,Surf Board,2730,60,3060,0,0,0,0,H1 Actual,89,44,NULL,NULL,00:00.0
FY20,Q2,4,India,Asia Pacific,Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Italy,Europe,Loyalty,Online,Yellow mature Dutch cheese,Cheese,542940,417900,638490,2010,60780,12150,48630,H2 Forecast,4168,0,NULL,NULL,00:00.0
FY20,Q4,10,USA,North & Central America,Non-Loyalty,Online,Brown SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Korea,Asia Pacific,Loyalty,Television,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,USA,North & Central America,Loyalty,Television,White Shoes,Running Shoes,0,0,0,6750,158040,110610,47400,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,USA,North & Central America,Non-Loyalty,Wholesale,Brown Shoes,Running Shoes,0,5490,0,0,0,0,0,H1 Actual,-183,-1,NULL,NULL,00:00.0
FY20,Q4,11,UK,Europe,Non-Loyalty,Retail Store,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,6,Switzerland,Europe,Loyalty,Television,Pink Shoes,Running Shoes,0,0,0,60,1110,570,570,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Indonesia,Asia Pacific,Loyalty,Online,Blue Stripped SurfBoard,Surf Board,3090,0,3360,240,4710,3300,1410,H2 Forecast,103,0,NULL,NULL,00:00.0
FY20,Q4,12,USA,North & Central America,Non-Loyalty,Television,Yellow mature Dutch cheese,Cheese,168540,171900,196770,150,3990,2010,2010,H2 Forecast,-112,0,NULL,NULL,00:00.0
FY20,Q2,4,Germany,Europe,Non-Loyalty,Retail Store,Orange SurfBoard,Surf Board,810,60,870,390,8670,4320,4320,H1 Actual,25,12,NULL,NULL,00:00.0
FY20,Q1,1,Turkey,Europe,Loyalty,Wholesale,White Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Mexico,North & Central America,Loyalty,Online,Black Shoes,Running Shoes,660,0,750,1770,33780,23640,10140,H2 Forecast,22,0,NULL,NULL,00:00.0
FY20,Q3,7,UK,Europe,Non-Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Germany,Europe,Loyalty,Wholesale,Blue Surf Board,Surf Board,37680,23580,44010,0,0,0,0,H2 Forecast,470,0,NULL,NULL,00:00.0
FY20,Q4,12,Indonesia,Asia Pacific,Loyalty,Online,Pink Shoes,Running Shoes,0,17130,0,0,0,0,0,H2 Forecast,-571,-1,NULL,NULL,00:00.0
FY20,Q3,9,USA,North & Central America,Loyalty,Television,White Shoes,Running Shoes,64410,69750,66000,450,8850,5310,3540,H2 Forecast,-178,0,NULL,NULL,00:00.0
FY20,Q4,10,Spain,Europe,Non-Loyalty,Online,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Mexico,North & Central America,Loyalty,Retail Store,French cheese,Cheese,3360,3360,3690,30,870,510,360,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,USA,North & Central America,Loyalty,Television,Pink Shoes,Running Shoes,0,0,0,60,1410,990,420,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Japan,Asia Pacific,Non-Loyalty,Online,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Spain,Europe,Non-Loyalty,Wholesale,Orange SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Mexico,North & Central America,Loyalty,Television,Black Shoes,Running Shoes,690,630,720,30,450,240,240,H2 Forecast,2,0,NULL,NULL,00:00.0
FY20,Q1,1,Australia,Asia Pacific,Loyalty,Online,Orange SurfBoard,Surf Board,450,450,480,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,China,Asia Pacific,Loyalty,Retail Store,Yellow mature Dutch cheese,Cheese,65700,113670,70080,0,0,0,0,H2 Forecast,-1599,0,NULL,NULL,00:00.0
FY20,Q3,8,USA,North & Central America,Non-Loyalty,Online,Black with red sole shoes,Running Shoes,0,1260,0,0,0,0,0,H2 Forecast,-42,-1,NULL,NULL,00:00.0
FY20,Q4,11,USA,North & Central America,Non-Loyalty,Wholesale,French cheese,Cheese,6510,0,7560,0,0,0,0,H2 Forecast,217,0,NULL,NULL,00:00.0
FY20,Q4,11,UK,Europe,Non-Loyalty,Retail Store,Wood and Cork Coaster,Coaster,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Italy,Europe,Loyalty,Online,White Shoes,Running Shoes,0,-8010,0,120,3390,1710,1710,H2 Forecast,267,-1,NULL,NULL,00:00.0
FY20,Q2,5,Brazil,South America,Non-Loyalty,Retail Store,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,France,Europe,Loyalty,Online,Black corkscrew,Corkscrew,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Mexico,North & Central America,Non-Loyalty,Wholesale,Gray with white sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Australia,Asia Pacific,Non-Loyalty,Retail Store,Orange SurfBoard,Surf Board,0,0,0,1800,38070,30450,7620,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Turkey,Europe,Loyalty,Retail Store,Unbreakable wineglass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Germany,Europe,Non-Loyalty,Retail Store,Orange SurfBoard,Surf Board,1260,3030,1440,390,8340,5010,3330,H2 Forecast,-59,0,NULL,NULL,00:00.0
FY20,Q2,6,Mexico,North & Central America,Loyalty,Online,Blue Surf Board,Surf Board,1860,33180,1920,1590,45300,31710,13590,H1 Actual,-1044,0,NULL,NULL,00:00.0
FY20,Q4,12,France,Europe,Non-Loyalty,Wholesale,Gray with white sole shoes,Running Shoes,0,0,0,240,7530,5250,2250,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Korea,Asia Pacific,Non-Loyalty,Online,Pink Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Korea,Asia Pacific,Loyalty,Television,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
