Region,Country,ProductCategory,Campaign_ID,Campaign_Name,Qualification,Qualification_Number,Response_Status,Responses,Cost,Revenue,ROI,Lead_Generation,Revenue_Target,Campaign_Tactic,Customer_Segment,Status,Profit,Marketing_Cost,CampaignID,Date
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,54008.73,3960,NA,-9705.98,Gen Z (2000s - now),Social,Awareness,-141.24,18.513,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,646,191,28019.13,15840,NA,293573,Gen X (60 ? 80s),Social,Awareness,-730.83,41.208,11,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,798,197,17519.52,7920,NA,336702,Baby Boomers (45 ? 60s),Event,Inquiries,1543.6,35.547,21,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,201,191,36390.88,1980,NA,130645,Gen X (60 ? 80s),Social,Inquiries,1562.13,65.722,11,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,94,174,65673.99,19800,NA,-4074.27,Boomer; GenX; GenY; GenZ,TV,Inquiries,-85.05,805.16,21,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,314,240,12580,13860,NA,268430,Gen Z (2000s - now),Social,Consideration,899.98,73.967,50,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,514,174,18130.7,3960,NA,180608,Boomer; GenX; GenY; GenZ,TV,Consideration,-1621.97,110.092,11,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,68,191,28872.26,9900,NA,311083,Boomer; GenX; GenY; GenZ,Media Placements,Inquiries,1781.26,65.722,11,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,173,174,23630.95,11880,NA,145928,Boomer; GenX; GenY; GenZ,TV,Awareness,-540.6,33.541,11,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,384,174,76923.72,9900,NA,2789.9,Boomer; GenX; GenY; GenZ,Email,Awareness,-484.42,30.844,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,20,1.25,78425.79,7920,NA,3727.54,Gen Z (2000s - now),Media Placements,Inquiries,-617.31,509.572,50,00:00.0
North & Central America,USA,NULL,34,FallintoWinter,NA,NA,Active,471,270,18679.6,19800,NA,283407,Boomer; GenX; GenY; GenZ,Event,Inquiries,2115.48,63.75,34,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,5940,NA,327114,Gen X (60 ? 80s),Social,Consideration,2002.6,79.492,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,503,230,31719.8,13860,NA,-4678.72,Gen Z (2000s - now),Social,Awareness,-261.63,575.652,25,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,1115,240,66013.25,3960,NA,3713.04,Gen X (60 ? 80s),Event,Intent,-64.39,727.246,50,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,977,56,7474.56,7920,NA,260117,Gen X (60 ? 80s),TV,Intent,-79.39,117.351,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,1104,174,20079.04,11880,NA,99892,Boomer; GenX; GenY; GenZ,TV,Inquiries,1412.87,105.604,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,503,191,23630.95,7920,NA,145928,Gen X (60 ? 80s),TV,Awareness,-540.6,33.541,11,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,842,270,52239.34,9900,NA,-3208.23,Boomer; GenX; GenY; GenZ,Event,Awareness,349.84,373.078,34,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,951,56,24005.36,5940,NA,143293,Gen X (60 ? 80s),Social,Awareness,2314.38,85.918,50,00:00.0
Asia Pacific,Japan,NULL,25,EnjoyTheMoment,NA,NA,Qualified,971,1.25,55999.7,3960,NA,-4970.68,Baby Boomers (45 ? 60s),TV,Intent,-919.73,838.157,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,465,270,6829.92,19800,NA,134640,Baby Boomers (45 ? 60s),Media Placements,Consideration,564.74,90.185,50,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,183,1.25,70442.11,11880,NA,-671.16,Baby Boomers (45 ? 60s),Social,Purchase,296.28,285.834,50,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,194,191,23635.58,11880,NA,296038,Boomer; GenX; GenY; GenZ,Media Placements,Awareness,784.21,103.105,11,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,631,270,14252.8,19800,NA,125443,Gen Z (2000s - now),Social,Awareness,-47.77,44.302,34,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,19800,NA,327114,Gen X (60 ? 80s),Social,Consideration,2002.6,79.492,25,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,232,191,65883.33,15840,NA,-1049.39,Boomer; GenX; GenY; GenZ,Event,Intent,191.41,494.333,50,00:00.0
Asia Pacific,Japan,NULL,105,BeUnique,NA,NA,Qualified,427,174,6328.12,13860,NA,-2154.86,Boomer; GenX; GenY; GenZ,Email,Intent,-62.38,808.688,105,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,752,56,35196.86,7920,NA,-3697.16,Gen Z (2000s - now),Social,Inquiries,-425.21,839.293,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,107,260,15643.95,17820,NA,-7830.29,Boomer; GenX; GenY; GenZ,TV,Inquiries,403.4,58.528,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,105,BeUnique,NA,NA,Qualified,664,174,8519.04,1980,NA,323833,Gen Y (80 ? 2000s),Email,Awareness,-1359.66,43.809,105,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,241,240,13753.68,17820,NA,169592,Gen Y (80 ? 2000s),Social,Inquiries,941.12,64.447,50,00:00.0
North & Central America,USA,NULL,45,LetsRun,NA,NA,Active,913,174,5233.82,11880,NA,5435.14,Boomer; GenX; GenY; GenZ,Event,Inquiries,-268.4,159.597,45,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,200,11180.56,1980,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,807,191,39537.51,5940,NA,224604,Boomer; GenX; GenY; GenZ,Event,Inquiries,2073.32,72.556,11,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,683,290,21572.86,13860,NA,5860.62,Baby Boomers (45 ? 60s),Event,Awareness,4.61,134.475,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,735,56,82515.29,9900,NA,-2680.83,Baby Boomers (45 ? 60s),Email,Inquiries,214.28,531.924,50,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,807,260,29896.95,17820,NA,-479.94,Gen Z (2000s - now),Media Placements,Awareness,260.81,62.342,50,00:00.0
Europe,Germany,NULL,45,LetsRun,NA,NA,Qualified,534,191,19349.05,19800,NA,-4352.28,Boomer; GenX; GenY; GenZ,Event,Awareness,190.86,299.046,45,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,459,240,3039.77,5940,NA,-1065.13,Boomer; GenX; GenY; GenZ,Social,Consideration,242.73,779.604,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,156,9643.52,1980,NA,-4010.52,Gen Y (80 ? 2000s),Social,Consideration,348.54,881.446,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,30,9643.52,1980,NA,-4010.52,Baby Boomers (45 ? 60s),Social,Consideration,348.54,881.446,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,358,56,17848.64,15840,NA,254235,Gen X (60 ? 80s),Event,Inquiries,1433.27,29.954,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,19800,NA,267410,Gen X (60 ? 80s),Social,Awareness,1037.34,53.992,25,00:00.0
South America,Brazil,NULL,21,SustainableFashion ,NA,NA,Accepted,1099,270,31697.37,7920,NA,4650.57,Gen Z (2000s - now),TV,Purchase,173.7,494.75,21,00:00.0
Europe,Germany,NULL,21,SustainableFashion ,NA,NA,Qualified,488,174,21311.2,5940,NA,92004,Boomer; GenX; GenY; GenZ,Event,Awareness,252.45,112.897,21,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,503,191,73635.21,17820,NA,2145.85,Gen Z (2000s - now),TV,Awareness,417.47,256.951,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,81,230,7095.12,13860,NA,148121,NULL,Social,Awareness,-64.26,41.973,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,49026.94,9900,NA,-893.93,Boomer; GenX; GenY; GenZ,Social,Awareness,94.47,535.718,25,00:00.0
South America,Brazil,NULL,105,BeUnique,NA,NA,Accepted,974,174,27981.57,7920,NA,984.69,Gen Y (80 ? 2000s),TV,Purchase,-115.32,691.797,105,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,1091,174,8000.88,17820,NA,175797,Gen Z (2000s - now),TV,Awareness,-101.49,41.956,50,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,183,1.25,70442.11,11880,NA,-671.16,Boomer; GenX; GenY; GenZ,Social,Purchase,296.28,285.834,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,498,174,7458.24,5940,NA,194973,Baby Boomers (45 ? 60s),Media Placements,Inquiries,-446.93,20.06,50,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,924,191,35583.12,3960,NA,-451.6,Boomer; GenX; GenY; GenZ,Email,Awareness,79.5,549.515,11,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,57,270,27170.92,9900,NA,6814.23,Boomer; GenX; GenY; GenZ,TV,Intent,298.12,841.943,11,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,1019,174,17892.29,1980,NA,-2685.62,Gen Z (2000s - now),Event,Consideration,210.46,190.61,11,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,620,191,28872.26,7920,NA,311083,Gen Z (2000s - now),Media Placements,Inquiries,1781.26,65.722,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,54008.73,3960,NA,-9705.98,Baby Boomers (45 ? 60s),Social,Awareness,-141.24,18.513,25,00:00.0
Europe,Germany,NULL,105,BeUnique,NA,NA,Qualified,1009,174,65470.2,9900,NA,-3432.93,Boomer; GenX; GenY; GenZ,Email,Awareness,-238.53,565.367,105,00:00.0
North & Central America,USA,NULL,105,BeUnique,NA,NA,Active,478,290,96598.88,17820,NA,-985.33,Gen Y (80 ? 2000s),Media Placements,Consideration,268.56,513.638,105,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,459,56,13148.48,17820,NA,249186,Baby Boomers (45 ? 60s),Social,Consideration,-1077.29,26.418,50,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,194,191,23635.58,11880,NA,296038,Gen X (60 ? 80s),Media Placements,Awareness,784.21,103.105,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,752,270,8948.8,15840,NA,93330,Gen Z (2000s - now),Social,Inquiries,803.42,75.854,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,240,30,23642.24,19800,NA,136306,Boomer; GenX; GenY; GenZ,Event,Inquiries,1769.53,89.913,50,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,234,191,24054.05,11880,NA,286348,Boomer; GenX; GenY; GenZ,Social,Intent,754.29,64.141,11,00:00.0
North & Central America,USA,NULL,105,BeUnique,NA,NA,Active,185,290,40718.01,9900,NA,3822.89,Boomer; GenX; GenY; GenZ,Email,Inquiries,15.06,606.737,105,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,1019,174,81952.87,15840,NA,-3938.91,Baby Boomers (45 ? 60s),Event,Consideration,526.62,531.453,11,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,156,26845.04,9900,NA,327114,Baby Boomers (45 ? 60s),Social,Consideration,2002.6,79.492,25,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,151,1.25,22041.52,1980,NA,239037,Boomer; GenX; GenY; GenZ,Media Placements,Purchase,1065.9,24.905,50,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,205,174,23813.6,7920,NA,237711,Baby Boomers (45 ? 60s),Social,Intent,1160.93,52.836,11,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,996,191,23688.75,3960,NA,317611,NULL,TV,Intent,-1137.3,79.934,11,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,807,191,39537.51,5940,NA,224604,Gen Z (2000s - now),Event,Inquiries,2073.32,72.556,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,319,156,8121.92,3960,NA,181764,Gen Y (80 ? 2000s),Social,Awareness,128.01,36.771,25,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,948,156,76575.24,3960,NA,1886.08,Baby Boomers (45 ? 60s),TV,Inquiries,546.45,395.83,21,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,807,191,86625.74,13860,NA,2285.67,Baby Boomers (45 ? 60s),Event,Inquiries,-354.13,818.25,11,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,386,191,22431.02,9900,NA,133892,Baby Boomers (45 ? 60s),TV,Consideration,12.07,117.878,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,924,97,35022.18,7920,NA,324666,Gen Z (2000s - now),Email,Awareness,1023.06,118.099,11,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,514,191,99748.91,9900,NA,5457.12,Baby Boomers (45 ? 60s),TV,Consideration,-76.66,461.063,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,483,56,9525.25,15840,NA,-3232.75,Boomer; GenX; GenY; GenZ,Event,Consideration,751.47,910.655,50,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,33,174,12637.39,11880,NA,155380,Baby Boomers (45 ? 60s),TV,Consideration,420.07,22.661,11,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,503,174,23630.95,15840,NA,145928,Boomer; GenX; GenY; GenZ,TV,Awareness,-540.6,33.541,11,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,234,97,24054.05,5940,NA,286348,Boomer; GenX; GenY; GenZ,Social,Intent,754.29,64.141,11,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,1098,56,51863.37,5940,NA,4005.58,Boomer; GenX; GenY; GenZ,Social,Awareness,246.35,292.197,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,19800,NA,267410,Gen Y (80 ? 2000s),Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,740,290,10345.52,11880,NA,269450,Gen Z (2000s - now),Media Placements,Awareness,-665.04,64.685,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Gen X (60 ? 80s),Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,5940,NA,327114,Gen X (60 ? 80s),Social,Consideration,2002.6,79.492,25,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,494,156,91788.07,7920,NA,6105.26,Baby Boomers (45 ? 60s),Email,Purchase,-96.94,932.697,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,767,1.25,42959.35,19800,NA,1751.01,Boomer; GenX; GenY; GenZ,Media Placements,Consideration,471.85,825.98,50,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,151,56,22041.52,3960,NA,239037,Boomer; GenX; GenY; GenZ,Media Placements,Purchase,1065.9,24.905,50,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,239,270,31843.18,9900,NA,199223,Boomer; GenX; GenY; GenZ,Event,Consideration,-1043.29,19.72,11,00:00.0
Europe,Germany,NULL,45,LetsRun,NA,NA,Qualified,125,174,49140.84,7920,NA,4999.89,Baby Boomers (45 ? 60s),Email,Awareness,363.66,603.655,45,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,980,191,27627.25,13860,NA,1183.42,Gen Y (80 ? 2000s),TV,Awareness,-238.99,491.21,11,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,500,174,21612.58,5940,NA,200073,Gen Z (2000s - now),Social,Awareness,261.29,43.061,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,81,230,7095.12,13860,NA,148121,Gen X (60 ? 80s),Social,Awareness,-64.26,41.973,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,81,230,66520.49,19800,NA,-3935.54,Gen X (60 ? 80s),Social,Awareness,-154.9,272.576,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,200,11180.56,1980,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,156,19134.29,3960,NA,-909.09,Gen Y (80 ? 2000s),Social,Consideration,326.49,743.829,25,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,23,270,9698.16,3960,NA,126701,Gen X (60 ? 80s),TV,Inquiries,1112.48,98.073,21,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,459,240,13148.48,17820,NA,249186,Gen Z (2000s - now),Social,Consideration,-1077.29,26.418,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,657,240,11636.16,15840,NA,311984,Boomer; GenX; GenY; GenZ,Social,Inquiries,481.1,50.609,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,163,197,17848.64,19800,NA,254235,Gen Y (80 ? 2000s),Event,Inquiries,1433.27,29.954,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,5940,NA,327114,Gen X (60 ? 80s),Social,Consideration,2002.6,79.492,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,629,56,23642.24,19800,NA,136306,Gen X (60 ? 80s),Event,Inquiries,1769.53,89.913,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,319,156,8121.92,3960,NA,181764,Boomer; GenX; GenY; GenZ,Social,Awareness,128.01,36.771,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,319,30,8121.92,3960,NA,181764,Baby Boomers (45 ? 60s),Social,Awareness,128.01,36.771,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,81,230,7095.12,13860,NA,148121,Gen Z (2000s - now),Social,Awareness,-64.26,41.973,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,227,30,13148.48,13860,NA,249186,Gen Y (80 ? 2000s),Social,Consideration,-1077.29,26.418,50,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,183,1,70442.11,11880,NA,-671.16,NULL,Social,Purchase,296.28,285.834,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,81,230,66520.49,19800,NA,-3935.54,Boomer; GenX; GenY; GenZ,Social,Awareness,-154.9,272.576,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,30,26845.04,9900,NA,327114,Gen Z (2000s - now),Social,Consideration,2002.6,79.492,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,924,191,35583.12,3960,NA,-451.6,Gen Y (80 ? 2000s),Email,Awareness,79.5,549.515,11,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,980,156,12202.74,11880,NA,195126,Boomer; GenX; GenY; GenZ,TV,Awareness,-1755.42,25.551,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,241,56,9391.76,7920,NA,-2684.45,Gen Z (2000s - now),Social,Inquiries,-652.68,660.96,50,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,483,191,8136.86,17820,NA,1264.59,Gen Z (2000s - now),TV,Consideration,210.73,958.147,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,200,11180.56,13860,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,163,30,35960.85,7920,NA,326655,Boomer; GenX; GenY; GenZ,Social,Consideration,1000.96,43.724,11,00:00.0
North & Central America,USA,NULL,45,LetsRun,NA,NA,Active,416,174,10282.66,17820,NA,-5712.4,Gen X (60 ? 80s),Media Placements,Inquiries,696.66,228.368,45,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,81,200,7095.12,13860,NA,148121,Gen Z (2000s - now),Social,Awareness,-64.26,41.973,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,1980,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Gen Y (80 ? 2000s),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,171,156,17792.88,9900,NA,192712,Gen Z (2000s - now),Media Placements,Consideration,-281.52,53.924,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,620,191,28872.26,7920,NA,311083,Gen Z (2000s - now),Media Placements,Inquiries,1781.26,65.722,11,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,1019,197,36009.4,17820,NA,323901,Gen Z (2000s - now),Event,Consideration,927.35,70.839,11,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,30,26845.04,9900,NA,327114,Gen Z (2000s - now),Social,Consideration,2002.6,79.492,25,00:00.0
Europe,Germany,NULL,105,BeUnique,NA,NA,Qualified,107,197,91581.11,5940,NA,3130.11,Gen Z (2000s - now),Social,Awareness,-755.69,343.054,105,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,30,24388.44,5940,NA,2673.28,Gen Z (2000s - now),Social,Awareness,33.61,946.151,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,173,191,23630.95,11880,NA,145928,NULL,TV,Awareness,-540.6,33.541,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,7920,NA,267410,Gen Z (2000s - now),Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,194,191,80729.17,9900,NA,493.51,Gen Z (2000s - now),Media Placements,Awareness,-589.6,442.796,11,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,156,9643.52,1980,NA,-4010.52,Baby Boomers (45 ? 60s),Social,Consideration,348.54,881.446,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,620,191,28872.26,7920,NA,311083,Gen X (60 ? 80s),Media Placements,Inquiries,1781.26,65.722,11,00:00.0
Europe,Germany,NULL,45,LetsRun,NA,NA,Qualified,921,174,53385.44,17820,NA,194174,Baby Boomers (45 ? 60s),Social,Awareness,1409.47,57.953,45,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,1111,56,13525.2,15840,NA,231608,Gen X (60 ? 80s),TV,Awareness,408.68,118.847,50,00:00.0
Europe,Germany,NULL,105,BeUnique,NA,NA,Qualified,461,197,19517.46,9900,NA,-6084.85,Boomer; GenX; GenY; GenZ,Social,Awareness,-294.34,305.017,105,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,503,230,11180.56,7920,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,767,56,22784.08,3960,NA,235467,Gen X (60 ? 80s),Media Placements,Consideration,185.3,85.391,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,752,56,35196.86,7920,NA,-3697.16,Gen Y (80 ? 2000s),Social,Inquiries,-425.21,839.293,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,54008.73,3960,NA,-9705.98,Baby Boomers (45 ? 60s),Social,Awareness,-141.24,18.513,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,71998,5940,NA,-58.22,Gen Z (2000s - now),Social,Consideration,14.91,613.35,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,30,79167.99,19800,NA,-2578.64,Gen X (60 ? 80s),Social,Awareness,-685.68,149.686,25,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,706,56,23515.76,1980,NA,216223,NULL,Email,Purchase,1520.31,76.364,50,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,522,270,24610.29,9900,NA,-5475.66,Boomer; GenX; GenY; GenZ,Social,Inquiries,591.3,150.81,21,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,620,97,53502.31,5940,NA,-4465.11,Gen Y (80 ? 2000s),Media Placements,Inquiries,14.67,62.566,11,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,151,1.25,65079.68,9900,NA,-7139.78,Gen Z (2000s - now),Media Placements,Purchase,182.52,966.395,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,503,200,11180.56,7920,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
