Fiscal Year,Fiscal Quarter,Fiscal Month,Country,Region,Customer Segment,Channel,Product,Product Category,Gross Sales,Budget,Forecast,Discount,Net Sales,COGS,Gross Profit,Half Yearly,VTB ($),VTB (%)
FY15,Q3,7,India,Asia Pacific,Gen Y,Wholesale,Skipping Rope,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,China,Asia Pacific,Gen Y,Wholesale,Skipping Rope,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,India,Asia Pacific,Gen Y,Television,Treadmill,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,2,USA,North America,Gen X,Online,Weights,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,10,Spain,Europe,Gen Y,Television,Wine Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,8,Australia,Asia Pacific,Gen Y,Wholesale,Skipping Rope,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,Mexico,North & Central America,Gen Y,Wholesale,Skipping Rope,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,6,Korea,Asia Pacific,Gen X,Online,Resistance Bands,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,10,India,Asia Pacific,Gen Y,Wholesale,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,7,Turkey,Europe,Gen Y,Wholesale,Resistance Bands,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,4,China,Asia Pacific,Gen X,Wholesale,Resistance Bands,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,11,Canada,North & Central America,Gen X,Online,Cocktail Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,Indonesia,Asia Pacific,Gen X,Television,Treadmill,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,1,Australia,Asia Pacific,Gen Y,Retail Store,Skipping Rope,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,11,Indonesia,Asia Pacific,Gen X,Television,Champagne Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,4,Turkey,Europe,Gen X,Online,Weights,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,11,Italy,Europe,Gen X,Wholesale,Cocktail Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,UK,Europe,Gen Y,Retail Store,Wreaths,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,Canada,North & Central America,Gen Y,Online,Wine Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,Korea,Asia Pacific,Gen Y,Retail Store,Running Shoe,Sport Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,4,Spain,Europe,Gen Y,Television,Weights,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,10,UK,Europe,Gen Y,Wholesale,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,India,Asia Pacific,Gen Y,Online,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,Indonesia,Asia Pacific,Gen Y,Wholesale,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,9,Australia,Asia Pacific,Gen X,Retail Store,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,Australia,Asia Pacific,Gen Y,Wholesale,Wine Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,USA,North America,Gen X,Wholesale,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,Spain,Europe,Gen Y,Online,Treadmill,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,8,India,Asia Pacific,Gen X,Online,Skipping Rope,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,3,Brazil,South America,Gen X,Wholesale,Washing Machine,Electronics,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q1,2,Canada,North & Central America,Gen Y,Retail Store,Wine Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,10,Australia,Asia Pacific,Gen Y,Online,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,USA,North America,Gen X,Online,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,1,Germany,Europe,Gen Y,Retail Store,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q2,4,Mexico,North & Central America,Gen Y,Online,Laptops,Electronics,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q1,1,Brazil,South America,Gen Y,Wholesale,Weights,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,10,Mexico,North & Central America,Gen X,Television,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,7,USA,North America,Gen X,Retail Store,Treadmill,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,Japan,Asia Pacific,Gen X,Wholesale,Skipping Rope,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,Germany,Europe,Gen Y,Online,Wreaths,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,Turkey,Europe,Gen X,Retail Store,Treadmill,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,Spain,Europe,Gen X,Retail Store,Skipping Rope,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,5,India,Asia Pacific,Gen Y,Television,Wine Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q1,3,Turkey,Europe,Gen Y,Wholesale,Wine Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,11,UK,Europe,Gen X,Television,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,5,UK,Europe,Gen X,Television,Laptops,Electronics,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q2,4,Korea,Asia Pacific,Gen Y,Online,Weights,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,12,Australia,Asia Pacific,Gen X,Online,Skipping Rope,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,5,Germany,Europe,Gen X,Retail Store,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,10,Turkey,Europe,Gen Y,Television,Skipping Rope,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,3,Japan,Asia Pacific,Gen X,Wholesale,Resistance Bands,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q1,2,Turkey,Europe,Gen Y,Online,Computers,Electronics,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q1,2,Korea,Asia Pacific,Gen X,Online,Resistance Bands,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q3,8,UK,Europe,Gen X,Television,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,7,Indonesia,Asia Pacific,Gen Y,Retail Store,Resistance Bands,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,5,India,Asia Pacific,Gen Y,Retail Store,Skipping Rope,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,11,Germany,Europe,Gen Y,Wholesale,Cocktail Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,8,India,Asia Pacific,Gen X,Wholesale,Champagne Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,India,Asia Pacific,Gen Y,Wholesale,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,USA,North America,Gen Y,Online,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,2,India,Asia Pacific,Gen Y,Wholesale,Treadmill,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,11,Australia,Asia Pacific,Gen Y,Retail Store,Champagne Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,3,Korea,Asia Pacific,Gen X,Online,Weights,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q1,1,Indonesia,Asia Pacific,Gen X,Retail Store,Wine Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,11,Australia,Asia Pacific,Gen Y,Retail Store,Treadmill,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,China,Asia Pacific,Gen Y,Retail Store,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,Italy,Europe,Gen Y,Wholesale,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,6,China,Asia Pacific,Gen Y,Retail Store,Resistance Bands,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q2,6,USA,North America,Gen Y,Television,Trainers,Sport Shoes,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,11,Brazil,South America,Gen X,Wholesale,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,6,Germany,Europe,Gen Y,Television,Running Shoe,Sport Shoes,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,11,Australia,Asia Pacific,Gen X,Retail Store,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,Indonesia,Asia Pacific,Gen Y,Wholesale,Skipping Rope,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,2,UK,Europe,Gen X,Online,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,10,Korea,Asia Pacific,Gen X,Wholesale,Skipping Rope,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,1,India,Asia Pacific,Gen X,Wholesale,Resistance Bands,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,11,Germany,Europe,Gen Y,Retail Store,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,India,Asia Pacific,Gen Y,Wholesale,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,Spain,Europe,Gen Y,Television,Wine Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,5,Korea,Asia Pacific,Gen Y,Online,Bathroom Furniture,Furniture,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,10,India,Asia Pacific,Gen Y,Retail Store,Studs,Sport Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,China,Asia Pacific,Gen Y,Wholesale,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,Italy,Europe,Gen Y,Wholesale,Wine Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,USA,North America,Gen X,Retail Store,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,4,USA,North America,Gen Y,Television,Wine Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q2,5,USA,North America,Gen X,Television,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,11,Korea,Asia Pacific,Gen X,Retail Store,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,USA,North America,Gen X,Online,Cocktail Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,Mexico,North & Central America,Gen Y,Wholesale,Wreaths,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,2,Japan,Asia Pacific,Gen Y,Wholesale,Dining Furniture,Furniture,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,12,Italy,Europe,Gen X,Wholesale,Resistance Bands,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,UK,Europe,Gen X,Retail Store,Resistance Bands,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,India,Asia Pacific,Gen X,Retail Store,Wreaths,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,9,Japan,Asia Pacific,Gen X,Wholesale,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,5,Turkey,Europe,Gen X,Television,Weights,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q1,1,USA,North America,Gen Y,Online,Cocktail Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q2,4,Brazil,South America,Gen X,Retail Store,Cocktail Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,11,Turkey,Europe,Gen X,Retail Store,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,9,Australia,Asia Pacific,Gen Y,Online,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,5,India,Asia Pacific,Gen X,Retail Store,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,11,USA,North America,Gen X,Retail Store,Champagne Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,Indonesia,Asia Pacific,Gen Y,Wholesale,Treadmill,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,Turkey,Europe,Gen Y,Online,Skipping Rope,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,China,Asia Pacific,Gen Y,Online,Trainers,Sport Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,India,Asia Pacific,Gen Y,Wholesale,Wreaths,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,USA,North America,Gen Y,Wholesale,Champagne Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,7,Canada,North & Central America,Gen X,Television,Resistance Bands,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,4,Korea,Asia Pacific,Gen X,Online,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,10,Spain,Europe,Gen Y,Television,Outdoor Furniture,Furniture,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,Indonesia,Asia Pacific,Gen Y,Retail Store,Wine Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,Canada,North & Central America,Gen X,Wholesale,Wine Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,3,Australia,Asia Pacific,Gen X,Online,Weights,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q3,8,India,Asia Pacific,Gen Y,Retail Store,Resistance Bands,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,4,Indonesia,Asia Pacific,Gen X,Television,Trainers,Sport Shoes,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q3,7,USA,North America,Gen Y,Television,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,9,India,Asia Pacific,Gen Y,Wholesale,Cocktail Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,Turkey,Europe,Gen X,Online,Treadmill,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,5,India,Asia Pacific,Gen Y,Wholesale,Skipping Rope,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q1,3,Japan,Asia Pacific,Gen X,Retail Store,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,10,USA,North America,Gen X,Wholesale,Wreaths,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,Germany,Europe,Gen X,Wholesale,Cocktail Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,Italy,Europe,Gen Y,Television,Wreaths,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,Switzerland,Europe,Gen X,Online,Cocktail Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,9,Mexico,North & Central America,Gen Y,Television,Trainers,Sport Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,Canada,North & Central America,Gen X,Retail Store,Wine Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,USA,North America,Gen X,Online,Wreaths,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,Canada,North & Central America,Gen Y,Wholesale,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,1,India,Asia Pacific,Gen X,Retail Store,Champagne Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q1,2,Germany,Europe,Gen Y,Retail Store,Resistance Bands,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,11,UK,Europe,Gen Y,Online,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,6,Turkey,Europe,Gen X,Wholesale,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,12,Japan,Asia Pacific,Gen Y,Retail Store,Skipping Rope,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,India,Asia Pacific,Gen Y,Retail Store,Wine Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,2,Turkey,Europe,Gen Y,Online,Washing Machine,Electronics,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q2,4,Indonesia,Asia Pacific,Gen X,Wholesale,Resistance Bands,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q2,6,Brazil,South America,Gen X,Television,Laptops,Electronics,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,10,Canada,North & Central America,Gen X,Television,Skipping Rope,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,Spain,Europe,Gen Y,Television,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,China,Asia Pacific,Gen Y,Television,Resistance Bands,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,Australia,Asia Pacific,Gen Y,Retail Store,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,1,Brazil,South America,Gen X,Television,Refridgerator,Electronics,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,12,Japan,Asia Pacific,Gen X,Wholesale,Wine Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,Japan,Asia Pacific,Gen X,Retail Store,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,5,Brazil,South America,Gen Y,Wholesale,Cocktail Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,10,Japan,Asia Pacific,Gen X,Online,Trainers,Sport Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,2,Brazil,South America,Gen Y,Wholesale,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,11,USA,North America,Gen X,Retail Store,Resistance Bands,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,2,Canada,North & Central America,Gen Y,Online,Skipping Rope,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q1,2,USA,North America,Gen X,Retail Store,Weights,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q2,5,Brazil,South America,Gen X,Retail Store,Skipping Rope,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,12,Canada,North & Central America,Gen X,Retail Store,Resistance Bands,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,Italy,Europe,Gen X,Television,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,USA,North America,Gen Y,Television,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,2,Korea,Asia Pacific,Gen X,Television,Resistance Bands,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q1,2,Turkey,Europe,Gen Y,Online,Dining Furniture,Furniture,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q2,4,USA,North America,Gen Y,Retail Store,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,11,Turkey,Europe,Gen X,Wholesale,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,UK,Europe,Gen X,Online,Treadmill,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,2,Germany,Europe,Gen Y,Television,Weights,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q2,4,USA,North America,Gen X,Wholesale,Wine Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,10,Spain,Europe,Gen Y,Wholesale,Resistance Bands,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,China,Asia Pacific,Gen Y,Television,Treadmill,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,8,India,Asia Pacific,Gen Y,Television,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,7,Spain,Europe,Gen X,Television,Resistance Bands,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,UK,Europe,Gen X,Television,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,Turkey,Europe,Gen Y,Online,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,4,China,Asia Pacific,Gen Y,Online,Weights,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q1,1,China,Asia Pacific,Gen X,Wholesale,Resistance Bands,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q1,2,Spain,Europe,Gen X,Online,Running Shoe,Sport Shoes,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,11,USA,North America,Gen X,Television,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,Australia,Asia Pacific,Gen X,Wholesale,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,Turkey,Europe,Gen Y,Television,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,6,Canada,North & Central America,Gen X,Online,Skipping Rope,Exercise,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q1,2,USA,North America,Gen X,Retail Store,Computers,Electronics,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q1,1,USA,North America,Gen Y,Television,Televisions,Electronics,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,12,USA,North America,Gen Y,Television,Cocktail Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,Brazil,South America,Gen X,Retail Store,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,1,Brazil,South America,Gen X,Television,Champagne Glass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q3,9,China,Asia Pacific,Gen Y,Online,Treadmill,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,Mexico,North & Central America,Gen Y,Television,Champagne Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,8,Indonesia,Asia Pacific,Gen X,Retail Store,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,USA,North America,Gen X,Retail Store,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,Canada,North & Central America,Gen Y,Online,Champagne Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,8,Turkey,Europe,Gen Y,Online,Skipping Rope,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,Canada,North & Central America,Gen X,Retail Store,Treadmill,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,7,Korea,Asia Pacific,Gen X,Online,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,Korea,Asia Pacific,Gen Y,Online,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,8,Canada,North & Central America,Gen Y,Wholesale,Resistance Bands,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q2,5,China,Asia Pacific,Gen X,Television,Televisions,Electronics,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,10,India,Asia Pacific,Gen Y,Wholesale,Champagne Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,Mexico,North & Central America,Gen Y,Retail Store,Wreaths,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,Switzerland,Europe,Gen X,Online,Cocktail Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,Indonesia,Asia Pacific,Gen Y,Retail Store,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q3,9,Germany,Europe,Gen Y,Retail Store,Weights,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,Japan,Asia Pacific,Gen Y,Television,Trainers,Sport Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q1,2,Canada,North & Central America,Gen X,Retail Store,Running Shoe,Sport Shoes,0,0,0,0,0,0,0,H1 Actual,0,0
FY15,Q4,11,UK,Europe,Gen Y,Television,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,12,India,Asia Pacific,Gen X,Retail Store,Highball Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,11,UK,Europe,Gen X,Television,Cocktail Glass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0
FY15,Q4,10,Brazil,South America,Gen Y,Wholesale,Resistance Bands,Exercise,0,0,0,0,0,0,0,H2 Forecast,0,0
