Date,Accessories_count,Entertainment_count,Gaming,Kids,Mens,Phone_and_GPS,Womens
24-09-2016,323,87,55,80,10,65,26
14-10-2017,401,55,92,57,79,64,54
28-01-2015,389,77,7,81,66,82,76
16-02-2019,290,96,98,47,5,4,40
11-05-2018,271,52,8,80,61,11,59
06-09-2019,235,57,20,32,62,51,13
06-08-2018,307,57,38,77,3,61,71
22-04-2015,214,37,2,53,73,5,44
17-10-2018,391,73,92,27,98,76,25
27-06-2020,358,81,31,74,63,82,27
15-12-2020,344,90,55,86,80,2,31
23-10-2018,378,84,40,62,86,98,8
24-06-2017,338,89,2,25,77,87,58
11-11-2017,356,52,29,92,14,90,79
07-02-2020,390,76,81,37,90,70,36
13-10-2015,185,32,54,19,51,10,19
28-08-2018,374,94,81,43,44,95,17
27-10-2015,313,15,81,75,56,14,72
13-11-2020,216,8,40,36,30,70,32
02-05-2015,261,27,39,57,72,42,24
07-10-2020,162,19,6,55,31,28,23
06-11-2020,301,85,83,33,12,75,13
15-10-2019,319,38,98,38,35,67,43
18-06-2018,288,48,57,60,93,22,8
23-10-2015,278,22,19,64,81,70,22
27-10-2020,393,12,48,94,84,76,79
25-02-2019,273,3,90,38,55,48,39
14-10-2019,159,4,22,10,19,54,50
03-07-2018,206,7,23,20,26,73,57
17-01-2016,365,42,58,59,38,98,70
26-01-2020,484,65,86,99,68,94,72
10-06-2016,303,20,67,57,17,56,86
29-05-2019,202,8,47,12,50,71,14
11-05-2019,206,50,60,2,56,15,23
27-02-2020,385,75,77,2,69,75,87
24-02-2018,476,72,85,88,94,69,68
26-08-2019,342,58,31,88,97,45,23
17-07-2017,284,42,46,74,69,24,29
01-11-2016,213,60,44,1,72,4,32
12-07-2016,285,61,28,16,23,61,96
25-07-2015,261,26,53,54,17,91,20
04-01-2015,343,81,72,54,14,57,65
13-04-2016,337,85,13,64,12,77,86
28-05-2020,240,30,78,29,44,34,25
07-07-2016,256,96,12,36,15,89,8
20-09-2020,235,5,47,4,71,83,25
21-12-2018,323,50,66,70,50,9,78
21-11-2020,413,35,87,69,99,84,39
01-03-2017,296,20,72,23,93,4,84
29-07-2018,342,5,12,41,91,98,95
12-04-2017,353,75,92,99,73,6,8
02-09-2017,337,1,86,22,94,47,87
18-01-2019,205,25,0,63,43,69,5
01-06-2018,274,82,39,48,37,49,19
24-12-2018,186,1,36,18,90,5,36
10-07-2017,235,86,34,8,32,18,57
12-09-2017,395,83,24,92,81,45,70
27-10-2016,362,38,92,99,72,26,35
12-03-2018,286,50,2,67,97,16,54
03-10-2020,289,46,63,23,30,87,40
28-04-2018,405,61,80,15,86,84,79
30-05-2017,409,76,74,72,28,96,63
03-09-2015,222,3,52,70,73,20,4
30-03-2016,359,76,81,34,67,77,24
11-11-2017,168,3,29,49,19,47,21
19-07-2018,316,81,1,38,38,59,99
24-01-2015,278,45,60,78,19,38,38
03-12-2017,386,39,42,68,80,80,77
08-12-2015,409,81,43,90,25,72,98
31-01-2016,305,20,41,80,4,96,64
13-05-2015,265,34,62,80,27,7,55
26-11-2017,255,31,35,59,67,2,61
26-11-2020,233,19,80,53,31,31,19
30-12-2016,288,38,14,55,89,81,11
01-06-2018,177,6,3,43,87,5,33
04-03-2018,380,96,43,96,93,41,11
18-05-2017,299,2,0,38,78,90,91
20-04-2015,293,68,60,75,15,20,55
25-02-2016,291,93,30,29,78,34,27
02-08-2020,250,23,75,9,71,44,28
13-03-2019,206,4,20,38,11,91,42
29-12-2018,292,58,1,79,15,52,87
21-08-2017,182,34,10,16,8,75,39
08-11-2019,417,58,46,78,85,90,60
28-07-2018,376,84,86,16,35,95,60
07-08-2015,361,19,40,84,74,59,85
23-06-2019,436,85,62,76,61,63,89
13-10-2019,357,94,22,29,91,99,22
22-06-2015,352,30,32,73,66,57,94
04-02-2015,381,98,82,35,66,59,41
24-10-2015,134,9,6,17,67,28,7
18-10-2016,318,69,69,87,37,44,12
18-10-2019,255,15,99,29,49,2,61
12-03-2019,454,97,88,48,80,56,85
25-07-2019,349,36,94,80,55,69,15
03-03-2018,198,35,24,60,24,43,12
10-09-2020,388,97,51,92,58,15,75
15-12-2018,180,8,89,0,68,10,5
11-08-2020,389,95,99,56,23,92,24
28-01-2019,235,0,22,90,77,38,8
01-04-2015,206,3,35,11,91,48,18
22-08-2017,330,24,17,73,93,40,83
30-03-2018,263,12,63,14,88,23,63
07-10-2015,201,14,38,41,59,10,39
25-12-2017,242,57,83,1,55,8,38
24-03-2016,266,8,32,50,99,57,20
21-02-2016,378,65,92,6,33,97,85
01-11-2015,360,26,18,68,62,98,88
02-03-2018,466,87,93,83,47,91,65
24-09-2019,381,78,39,53,84,47,80
05-05-2020,271,33,76,11,49,74,28
29-12-2016,202,66,8,50,14,46,18
02-10-2016,173,5,57,70,6,1,34
30-11-2019,183,18,4,50,5,76,30
05-08-2019,198,16,4,60,17,87,14
10-01-2019,275,27,54,75,41,78,0
03-09-2020,317,67,64,33,51,65,37
05-04-2016,333,60,67,69,37,47,53
07-07-2017,383,49,85,94,75,4,76
20-08-2017,322,16,77,7,69,83,70
07-02-2018,373,87,8,84,40,67,87
08-11-2016,229,91,47,43,5,25,18
22-11-2020,319,23,82,96,35,47,36
04-05-2017,292,80,66,88,36,10,12
05-07-2015,222,47,25,0,29,35,86
19-09-2017,193,12,94,26,31,29,1
27-11-2016,365,56,75,71,95,24,44
09-01-2017,334,77,58,58,49,43,49
24-05-2015,326,57,43,85,62,51,28
28-05-2018,313,92,2,39,25,78,77
19-06-2019,205,9,49,20,1,97,29
27-11-2016,259,41,73,73,7,5,60
03-08-2018,285,55,14,54,26,63,73
03-06-2016,335,64,62,23,39,67,80
16-02-2015,370,89,45,67,91,32,46
22-11-2019,330,54,46,51,80,33,66
26-12-2017,417,61,99,99,76,9,73
26-11-2016,276,54,65,14,73,28,42
26-05-2017,291,64,84,96,25,19,3
09-07-2019,355,84,18,66,47,52,88
20-04-2019,249,84,11,19,84,32,19
05-04-2015,292,51,51,85,62,41,2
03-03-2018,355,29,67,25,90,48,96
08-06-2019,265,71,53,55,28,22,36
27-08-2020,261,12,91,12,8,69,69
13-06-2018,314,72,62,77,2,22,79
23-08-2019,238,56,74,19,32,9,48
23-01-2015,417,78,64,93,59,80,43
07-01-2016,184,15,57,6,10,59,37
22-09-2019,348,88,29,49,67,19,96
19-04-2019,471,83,82,85,88,43,90
21-08-2020,323,17,27,39,84,81,75
23-07-2018,238,32,66,23,50,52,15
22-04-2015,363,68,86,52,46,92,19
19-10-2017,361,40,47,78,29,82,85
25-08-2020,253,29,43,16,55,79,31
21-11-2016,278,25,76,21,10,85,61
11-11-2020,216,55,67,21,5,12,56
19-11-2016,411,94,42,3,98,81,93
28-11-2015,306,38,18,94,16,65,75
01-11-2017,135,2,24,3,8,36,62
12-05-2017,203,23,28,0,11,58,83
11-11-2016,357,60,92,71,37,67,30
27-04-2018,309,97,84,35,8,5,80
03-01-2017,345,38,66,66,13,74,88
16-10-2020,242,41,40,0,97,43,21
20-08-2019,336,85,28,90,5,40,88
20-02-2015,270,80,30,64,47,4,45
29-12-2018,241,22,22,53,36,43,65
02-10-2019,325,89,69,18,7,44,98
18-04-2017,364,66,85,79,29,14,91
26-06-2015,352,83,46,90,20,74,39
10-08-2016,351,73,64,96,50,22,46
04-10-2015,309,32,76,69,40,79,13
04-10-2016,129,24,4,16,23,57,5
25-12-2020,305,53,64,9,94,45,40
15-09-2017,241,11,57,79,10,35,49
05-03-2018,343,16,22,96,86,68,55
08-06-2019,216,38,53,31,19,19,56
05-01-2017,281,36,82,69,9,70,15
16-02-2015,264,8,62,31,65,72,26
06-04-2018,244,77,18,36,45,59,9
19-02-2018,347,45,87,18,75,72,50
28-08-2015,262,60,30,18,91,53,10
01-09-2019,400,47,50,94,27,85,97
07-05-2018,224,12,37,61,88,24,2
23-05-2019,249,23,96,0,55,4,71
19-05-2017,331,73,28,24,45,77,84
10-06-2020,353,64,58,82,5,86,58
31-08-2015,394,47,38,63,74,91,81
23-05-2016,164,25,36,26,11,50,16
09-02-2016,347,48,71,71,57,44,56
07-07-2018,475,94,37,90,94,88,72
09-07-2020,203,5,7,47,73,22,49
06-01-2018,283,46,27,94,58,28,30
29-08-2017,253,72,31,5,15,93,37
13-08-2019,384,12,55,71,76,97,73
25-05-2018,313,56,87,7,43,89,31
05-02-2018,236,53,10,37,38,95,3
11-10-2020,278,81,30,18,53,39,57
25-01-2017,324,76,60,64,37,61,26
10-08-2018,415,82,54,83,38,80,78
13-08-2015,363,86,73,11,33,75,85
21-08-2018,190,28,50,20,21,25,46
05-06-2018,341,83,20,68,8,69,93
10-10-2015,303,38,8,94,46,85,32
04-10-2020,312,29,58,91,12,23,99
01-06-2020,305,57,21,55,24,61,87
14-05-2017,289,31,28,79,9,72,70
03-04-2020,233,6,8,40,56,42,81
10-06-2018,320,39,69,78,63,14,57
28-01-2016,228,3,81,57,48,19,20
02-06-2019,345,5,94,28,71,87,60
17-02-2015,246,89,26,47,18,15,51
24-07-2016,424,27,91,96,97,32,81
07-12-2019,218,87,14,68,16,13,20
28-11-2020,335,12,72,96,82,62,11
09-05-2015,323,11,45,54,65,71,77
30-12-2018,251,33,28,15,66,17,92
11-02-2015,226,49,33,87,9,39,9
22-03-2020,255,51,89,20,36,28,31
16-08-2018,284,25,46,55,4,93,61
20-12-2015,360,93,90,56,0,60,61
24-11-2018,248,56,98,57,5,7,25
17-05-2015,394,18,97,84,83,82,30
28-10-2020,280,38,32,64,22,75,49
11-10-2019,384,66,61,68,75,33,81
31-01-2020,386,64,47,28,67,93,87
19-08-2018,419,69,45,98,96,94,17
02-10-2019,204,8,52,58,2,53,31
18-09-2015,367,53,69,49,69,65,62
09-07-2020,360,91,93,42,28,22,84
03-10-2015,250,25,9,8,48,94,66
25-04-2017,161,46,10,60,9,31,5
05-01-2017,245,24,75,65,41,27,13
14-05-2016,292,64,95,75,5,16,37
12-01-2020,389,1,80,76,53,96,83
14-10-2015,236,76,92,11,6,44,7
29-12-2016,356,74,5,70,75,61,71
17-05-2016,355,55,89,38,7,68,98
08-11-2020,252,74,39,1,57,58,23
22-06-2020,358,53,74,97,59,74,1
31-12-2015,233,4,53,88,5,32,51
07-09-2016,344,23,88,45,10,86,92
25-06-2019,243,46,92,44,11,5,45
15-10-2020,410,24,40,65,97,95,89
29-07-2018,305,94,36,95,23,28,29
07-02-2017,340,78,79,5,22,68,88
06-02-2019,283,96,51,5,45,5,81
31-10-2019,365,57,5,98,29,90,86
23-05-2016,363,80,38,63,36,51,95
07-03-2016,285,19,73,52,79,53,9
14-08-2020,305,90,34,86,63,21,11
06-03-2015,353,84,5,4,78,85,97
21-09-2017,394,29,65,81,96,53,70
04-09-2018,332,16,91,72,62,66,25
31-01-2018,317,27,77,97,68,33,15
27-08-2016,261,8,5,78,50,80,40
20-04-2018,223,14,48,96,18,4,43
15-09-2015,361,91,20,94,25,96,35
12-08-2019,318,62,44,89,98,22,3
18-11-2018,378,52,41,82,74,31,98
24-01-2015,315,18,24,83,29,94,67
16-06-2018,258,64,21,67,87,19,0
20-03-2020,271,86,32,56,21,13,63
07-09-2015,280,74,59,38,1,87,21
16-12-2015,248,17,9,65,1,96,60
15-10-2018,339,20,71,81,12,77,78
11-01-2018,203,36,20,17,78,3,49
13-03-2015,339,90,97,32,76,19,25
21-05-2019,345,36,71,88,6,81,63
14-01-2018,261,34,42,55,66,13,51
18-04-2015,279,77,43,22,66,2,69
19-11-2018,299,47,41,99,38,44,30
16-01-2018,427,55,54,61,88,97,72
23-08-2020,282,44,11,47,51,53,76
17-06-2019,408,96,80,69,66,24,73
03-10-2017,376,69,73,16,80,57,81
01-09-2018,241,19,69,15,37,5,96
02-06-2015,175,16,11,73,72,3,0
19-12-2019,367,2,66,50,74,82,93
02-04-2015,328,8,48,71,60,42,99
21-10-2020,356,88,75,25,41,67,60
28-06-2018,345,60,61,80,12,48,84
26-07-2017,358,82,3,68,67,61,77
24-12-2020,223,76,20,89,32,6,0
14-04-2016,287,89,17,81,48,13,39
15-11-2015,248,50,57,38,23,38,42
17-08-2018,364,36,90,60,75,61,42
09-07-2015,389,99,79,13,78,37,83
02-12-2016,200,14,6,46,99,34,1
30-08-2020,268,20,64,78,6,79,21
14-12-2019,204,19,38,19,36,35,57
23-05-2017,236,68,16,35,19,66,32
15-02-2016,323,16,61,88,10,59,89
25-09-2015,246,26,22,95,32,55,16
12-03-2019,213,38,19,50,19,14,73
26-10-2015,298,40,82,19,54,87,16
18-08-2019,220,23,16,41,66,40,34
21-06-2017,373,19,78,70,28,93,85
27-03-2015,260,52,34,22,33,70,49
15-11-2020,263,19,5,35,49,99,56
02-01-2016,302,92,44,86,39,24,17
26-06-2016,354,47,28,70,77,96,36
21-09-2015,270,17,34,49,70,49,51
17-05-2020,287,44,51,39,59,63,31
13-12-2017,363,96,90,20,6,88,63
16-10-2019,329,81,24,39,68,86,31
30-09-2016,288,50,25,84,16,51,62
14-03-2015,298,16,83,41,60,68,30
30-08-2018,372,99,48,99,88,9,29
21-05-2015,302,3,64,60,77,67,31
09-07-2016,377,95,73,49,34,29,97
03-12-2015,322,30,93,78,85,30,6
02-06-2015,297,49,97,58,31,15,47
18-08-2018,308,89,65,60,24,45,25
30-10-2015,347,60,66,12,72,39,98
10-08-2018,268,42,31,29,0,79,87
03-01-2020,272,35,67,12,16,52,90
31-12-2016,211,68,30,11,0,22,80
12-07-2018,336,1,54,48,69,90,74
15-10-2016,306,45,82,28,72,14,65
05-01-2018,285,42,22,21,25,94,81
01-07-2017,390,11,91,66,51,81,90
21-12-2019,395,39,73,47,61,92,83
04-08-2015,287,63,43,14,53,74,40
24-01-2018,194,66,2,16,2,94,14
31-07-2017,181,5,63,10,8,25,70
09-04-2020,262,48,65,14,34,90,11
14-11-2019,226,24,66,11,22,75,28
02-01-2016,291,22,46,2,57,73,91
04-10-2017,317,70,14,43,57,74,59
28-02-2015,266,95,58,15,58,19,21
02-08-2018,203,0,5,35,37,66,60
02-10-2015,363,6,71,49,98,46,93
16-02-2016,284,25,12,89,62,28,68
03-02-2019,360,78,34,73,89,78,8
05-03-2018,264,38,68,54,47,36,21
27-08-2016,364,73,47,27,80,82,55
12-12-2015,241,79,42,19,35,39,27
02-05-2019,322,31,88,73,0,59,71
19-01-2020,307,56,23,24,62,54,88
13-05-2020,326,82,25,17,43,83,76
19-06-2019,321,1,82,67,76,79,16
10-09-2019,347,71,67,59,78,47,25
06-09-2017,195,15,24,20,85,24,27
24-10-2018,309,18,48,89,81,60,13
03-02-2018,349,14,42,87,73,44,89
08-10-2019,353,49,95,56,25,39,89
26-04-2018,287,91,13,86,45,25,27
22-10-2015,381,10,96,47,69,70,89
10-02-2017,244,87,21,49,19,26,42
31-07-2019,261,99,63,2,48,13,36
31-08-2015,311,37,27,59,61,34,93
14-02-2018,308,86,7,92,36,84,3
15-05-2018,344,27,11,92,85,82,47
20-04-2020,180,9,11,32,68,59,1
09-12-2017,173,6,2,99,43,6,17
16-08-2016,309,0,25,68,98,89,29
01-08-2015,300,40,80,71,13,73,23
12-11-2019,249,51,53,73,24,34,14
12-12-2015,218,2,32,34,56,77,17
28-09-2016,337,36,86,68,42,72,33
07-03-2019,346,52,83,66,55,1,89
06-08-2018,298,36,37,21,86,61,57
16-05-2019,285,65,1,80,94,4,41
24-12-2018,249,80,7,43,28,87,4
01-07-2020,335,20,58,80,98,0,79
03-02-2018,226,4,20,83,16,23,80
27-05-2016,317,33,27,5,96,84,72
17-06-2016,204,82,24,29,18,17,34
07-02-2018,438,58,53,97,59,80,91
13-10-2016,272,58,47,29,26,44,68
16-04-2020,324,97,43,41,52,62,29
06-01-2017,391,84,1,82,83,73,68
22-02-2018,249,23,22,50,61,61,32
15-11-2015,224,60,70,14,43,11,26
07-09-2020,242,61,35,52,23,31,40
19-07-2019,338,72,76,50,57,44,39
27-12-2017,306,16,70,41,54,87,38
22-08-2017,360,97,45,76,51,6,85
15-01-2015,308,43,71,63,79,31,21
14-08-2018,385,91,83,20,96,69,26
20-10-2018,326,59,6,12,92,87,70
14-11-2015,328,29,36,1,72,95,95
29-12-2017,312,79,78,16,10,75,54
18-09-2019,419,55,33,94,93,51,93
30-07-2018,210,83,4,9,16,33,65
15-05-2018,287,1,57,65,93,65,6
28-08-2020,414,51,91,92,86,83,11
01-11-2016,199,33,77,16,21,35,17
28-10-2016,244,61,72,23,36,6,46
11-09-2020,401,80,15,88,78,89,51
05-10-2017,228,5,54,39,55,10,65
13-11-2018,340,93,45,81,3,68,50
19-01-2015,307,93,41,51,33,39,50
07-03-2016,223,68,30,8,49,4,64
13-12-2016,331,47,54,63,75,82,10
30-10-2015,366,72,89,44,33,38,90
04-12-2020,284,31,53,42,9,72,77
11-10-2017,357,68,29,29,95,52,84
26-02-2016,325,7,98,25,82,43,70
21-08-2020,274,92,10,10,75,74,13
30-07-2017,265,26,85,82,2,59,11
15-10-2016,369,22,97,28,76,51,95
21-03-2020,284,63,64,33,28,27,69
06-07-2018,261,26,63,36,97,22,17
11-12-2017,392,85,67,45,66,79,50
31-12-2019,310,88,17,39,69,85,12
16-08-2016,244,7,80,32,40,14,71
18-02-2019,229,28,36,72,8,74,11
08-11-2020,181,88,18,9,0,22,44
12-08-2018,403,83,29,97,77,39,78
29-11-2018,277,34,56,63,7,86,31
20-08-2015,320,9,98,67,63,52,31
23-09-2016,373,33,32,77,96,82,53
08-05-2016,291,47,32,66,19,83,44
20-05-2018,358,99,51,78,94,9,27
20-10-2015,206,25,7,2,20,53,99
31-10-2016,180,6,32,14,3,72,53
17-05-2015,248,12,7,10,98,30,91
30-07-2018,279,41,82,57,96,0,3
16-07-2019,301,59,88,1,42,71,40
06-02-2017,196,28,23,30,57,26,32
24-12-2020,255,14,9,30,79,98,25
01-09-2017,339,3,86,10,54,96,90
15-01-2018,259,92,27,0,15,71,54
29-04-2018,333,96,49,8,46,37,97
18-03-2015,396,82,97,45,78,36,58
06-09-2019,347,83,33,50,28,89,64
11-02-2015,339,46,54,33,98,97,11
17-10-2016,263,47,8,66,94,2,46
26-05-2016,194,44,16,45,58,3,28
20-04-2015,229,8,80,17,75,0,49
15-07-2016,213,62,29,29,20,37,36
14-01-2018,239,14,0,0,99,84,42
09-12-2017,250,1,4,38,83,46,78
22-12-2015,319,71,94,7,56,44,47
24-02-2017,358,69,75,53,88,52,21
20-10-2017,355,40,42,74,65,83,51
17-06-2015,280,28,62,17,60,85,28
04-03-2017,251,73,29,41,96,4,8
15-02-2020,231,4,43,60,74,50,0
13-04-2015,262,22,51,1,68,73,47
03-01-2015,428,57,78,72,91,68,62
26-02-2015,282,19,7,66,95,59,36
28-04-2019,140,6,34,2,8,76,14
01-08-2020,420,98,98,85,37,49,53
05-10-2015,319,39,67,36,23,67,87
22-06-2016,259,75,41,48,40,54,1
16-06-2017,300,45,6,75,82,28,64
02-01-2020,262,92,71,29,9,7,54
09-10-2017,229,32,33,69,28,40,27
13-04-2019,371,93,21,98,62,70,27
18-11-2015,288,23,86,81,86,10,2
25-05-2015,339,72,44,41,92,79,11
22-08-2017,327,24,92,72,38,64,37
10-05-2018,339,70,24,75,64,94,12
13-11-2019,272,36,44,28,89,74,1
07-04-2018,359,98,99,47,37,15,63
03-12-2017,399,91,76,5,81,94,52
20-01-2016,364,35,23,58,93,68,87
25-02-2018,317,27,73,49,80,52,36
10-11-2016,365,76,50,97,61,23,58
13-09-2018,232,68,9,32,30,81,12
24-11-2017,207,28,21,19,4,69,66
15-05-2019,279,62,77,63,38,6,33
17-06-2017,245,79,98,14,17,6,31
28-10-2017,285,72,6,35,51,59,62
07-06-2016,208,20,33,14,83,27,31
02-04-2019,186,17,26,47,28,8,60
20-09-2018,332,59,84,93,2,65,29
27-02-2019,390,26,59,90,86,68,61
26-05-2015,258,2,48,46,36,98,28
02-03-2015,257,85,65,19,30,28,30
16-06-2020,314,2,69,58,65,38,82
30-11-2020,376,1,79,43,60,96,97
23-03-2016,320,85,0,89,52,2,92
14-01-2020,300,80,43,33,48,54,42
19-07-2017,227,74,14,31,40,47,21
01-04-2017,296,17,49,88,12,36,94
21-06-2016,420,96,94,27,28,93,82
16-07-2017,257,61,31,24,66,7,68
09-10-2015,336,19,11,98,56,76,76
02-12-2017,126,4,0,2,18,83,19
28-03-2020,347,85,66,91,32,58,15
11-11-2019,455,94,99,56,76,89,41
04-01-2016,229,7,54,28,15,39,86
28-04-2019,324,44,35,85,9,84,67
04-04-2016,275,2,17,70,42,67,77
27-02-2017,364,13,85,72,83,99,12
21-12-2018,244,89,33,20,3,74,25
22-06-2020,249,15,78,31,78,27,20
26-10-2017,401,58,72,26,71,86,88
20-04-2018,181,20,13,6,89,14,39
22-02-2017,240,7,22,63,11,52,85
26-11-2017,296,90,22,91,62,17,14
07-01-2020,270,71,29,64,9,96,1
03-02-2016,357,63,41,77,21,90,65
17-08-2018,464,89,99,91,70,16,99
26-06-2015,218,69,10,8,43,37,51
11-10-2017,455,75,80,90,91,67,52
22-05-2019,284,32,7,81,67,19,78
27-09-2019,224,18,55,68,9,18,56
08-11-2017,315,34,36,25,95,96,29
24-01-2017,317,62,22,77,24,85,47
16-03-2017,271,49,35,73,47,14,53
15-04-2020,392,84,40,90,28,85,65
20-11-2016,335,90,79,82,34,10,40
17-02-2020,267,66,2,83,58,20,38
31-12-2015,392,14,87,77,99,67,48
06-07-2019,211,77,60,31,20,21,2
16-11-2019,403,84,52,64,98,34,71
21-10-2020,338,14,77,56,40,80,71
27-04-2015,291,34,88,53,0,41,75
26-04-2017,200,3,63,62,14,49,9
18-11-2015,155,0,67,7,36,33,12
10-06-2017,318,15,57,69,24,97,56
06-08-2016,253,5,44,24,51,87,42
12-02-2019,351,73,81,6,62,39,90
15-07-2018,176,21,15,56,21,9,54
15-03-2016,275,14,22,73,88,13,65
20-01-2016,271,13,31,6,86,51,84
03-08-2019,403,93,91,46,41,69,63
14-12-2019,366,77,95,5,83,54,52
10-11-2017,312,89,17,8,99,31,68
26-06-2016,466,91,79,98,21,91,86
07-05-2020,370,80,83,64,12,98,33
01-06-2017,223,2,11,72,50,1,87
14-04-2015,345,46,83,90,43,71,12
29-05-2016,277,19,82,19,60,34,63
12-12-2015,303,47,90,66,2,8,90
14-10-2019,177,14,87,4,49,21,2
01-08-2020,150,6,1,13,8,78,44
15-02-2017,275,10,2,70,83,58,52
07-05-2020,248,8,12,66,31,54,77
11-11-2017,368,73,15,90,42,84,64
17-09-2019,304,66,85,66,5,10,72
10-04-2019,196,12,4,86,9,4,81
02-12-2016,198,40,13,41,30,56,18
09-08-2017,295,22,17,41,49,68,98
19-09-2017,281,30,83,28,27,55,58
02-04-2020,208,81,2,4,23,70,28
05-02-2015,458,85,93,36,53,99,92
23-11-2016,231,27,38,14,0,93,59
14-03-2016,227,53,35,51,5,58,25
07-01-2015,242,30,80,31,91,4,6
08-03-2019,199,37,49,17,23,47,26
16-04-2020,293,93,85,29,9,16,61
29-11-2015,248,59,45,23,41,68,12
19-04-2020,335,38,59,30,38,94,76
06-04-2015,270,87,28,43,6,41,65
25-02-2020,309,99,22,11,78,22,77
27-08-2017,260,15,48,80,23,11,83
27-11-2019,387,53,70,61,98,32,73
11-09-2015,342,39,41,54,83,87,38
30-01-2020,274,7,90,22,74,14,67
03-04-2017,315,86,11,32,87,3,96
17-06-2017,260,25,62,7,17,74,75
28-03-2015,278,12,7,85,98,60,16
16-10-2020,307,78,56,66,52,27,28
17-09-2017,320,64,8,62,97,57,32
31-12-2015,271,91,14,29,89,8,40
16-09-2020,328,57,28,40,91,40,72
26-07-2017,289,27,56,86,97,11,12
14-09-2020,269,18,67,72,26,26,60
26-12-2019,302,10,42,26,70,72,82
11-05-2017,274,41,14,64,12,72,71
24-09-2018,306,69,10,29,67,55,76
06-12-2018,358,62,15,75,61,56,89
23-05-2017,275,28,67,58,4,84,34
29-02-2016,134,24,35,17,7,41,10
19-02-2015,230,43,7,44,66,61,9
17-02-2019,293,31,97,48,76,1,40
27-11-2016,264,43,19,20,11,93,78
01-07-2015,307,14,36,93,43,69,52
10-04-2017,347,28,4,86,64,71,94
04-04-2016,234,15,13,78,65,48,15
22-05-2019,286,81,3,42,17,63,80
24-12-2019,334,40,5,74,79,80,56
18-05-2016,266,49,28,7,96,8,78
27-02-2016,206,2,37,53,1,27,86
09-01-2017,302,75,69,53,41,58,6
10-07-2018,401,36,74,93,93,34,71
27-02-2015,400,66,66,23,88,72,85
08-11-2018,312,34,97,50,16,93,22
03-09-2016,268,10,97,27,43,79,12
08-02-2016,388,83,83,43,77,99,3
09-01-2019,310,39,62,5,88,94,22
11-11-2020,320,13,62,58,10,87,90
29-12-2018,261,72,14,13,47,93,22
14-07-2016,199,27,46,24,90,6,6
22-06-2015,341,77,68,21,48,47,80
13-08-2017,270,44,21,66,89,27,23
09-08-2018,313,81,49,38,49,36,60
28-02-2017,386,32,33,99,99,74,49
19-02-2017,273,15,64,94,29,27,44
28-11-2017,363,7,32,66,97,65,96
12-04-2019,221,91,10,23,65,14,18
12-03-2020,286,48,18,96,3,50,71
31-10-2018,236,9,16,40,50,26,95
11-08-2015,409,82,49,40,92,96,50
13-10-2015,173,37,33,3,24,43,33
02-01-2018,259,70,6,68,38,0,77
31-12-2019,292,63,67,23,64,46,29
25-03-2018,269,36,91,85,35,15,7
18-04-2020,284,36,46,76,51,12,63
22-09-2017,279,32,48,86,20,87,6
05-09-2019,93,0,12,17,5,27,32
21-06-2017,190,12,41,21,46,63,7
25-04-2019,337,68,81,49,43,80,16
23-02-2016,255,12,34,60,67,75,7
04-02-2020,273,32,25,91,4,92,29
12-05-2016,298,85,29,0,88,77,19
27-08-2016,275,74,39,18,0,71,73
03-04-2016,433,93,85,75,85,1,94
06-09-2017,341,61,57,87,83,43,10
22-05-2020,357,48,68,66,1,91,83
10-04-2019,373,75,62,2,68,87,79
22-06-2016,302,30,69,43,38,81,41
05-04-2019,230,1,96,1,48,13,71
07-08-2017,317,96,32,2,93,26,68
26-03-2015,330,74,62,13,60,26,95
05-06-2015,374,30,77,45,44,83,95
15-08-2019,313,92,0,80,71,8,62
06-12-2019,316,69,55,90,19,14,69
06-06-2017,370,22,81,96,72,55,44
27-03-2016,368,61,56,34,57,97,63
22-08-2018,342,90,21,53,12,73,93
20-12-2015,249,84,17,6,20,36,86
03-10-2019,427,90,90,63,88,76,20
29-04-2018,298,7,76,26,84,46,59
07-06-2019,263,96,11,19,13,90,34
17-08-2016,504,57,92,87,91,95,82
02-10-2017,252,8,3,97,55,52,37
02-09-2015,418,61,83,59,23,93,99
18-07-2017,340,54,48,57,66,37,78
30-12-2020,291,12,17,37,53,80,92
16-09-2015,231,40,71,36,39,31,14
20-03-2020,261,21,52,41,93,41,13
26-05-2017,211,28,1,10,82,42,48
10-06-2020,215,70,2,32,86,12,13
19-05-2016,313,64,86,48,12,9,94
13-10-2020,280,2,5,59,49,87,78
16-08-2015,243,13,16,97,8,34,75
28-07-2015,424,89,55,97,94,33,56
28-04-2017,337,62,97,27,64,58,29
01-03-2019,258,85,32,23,58,19,41
24-05-2016,335,56,96,97,64,1,21
04-10-2015,344,40,56,63,93,67,25
24-09-2019,300,65,15,43,32,70,75
18-02-2016,391,74,80,18,98,62,59
19-04-2019,283,14,86,58,31,59,35
23-08-2017,329,70,13,99,77,51,19
13-07-2016,209,23,17,40,27,54,48
08-07-2019,216,46,7,22,44,36,61
26-06-2019,251,7,76,12,63,10,83
05-12-2019,281,46,69,21,90,31,24
07-04-2019,360,76,46,96,45,40,57
17-07-2020,312,33,87,22,64,36,70
19-03-2020,295,93,35,49,18,17,83
05-06-2015,253,36,61,41,18,3,94
05-02-2015,266,60,28,48,58,25,47
23-07-2019,223,29,47,54,32,14,47
